	control.B1	control.B2	experimental.B7	experimental.B8
vesicle-associated membrane protein 721-likeFUNC-51196	2	0	0	0
vesicle-associated membrane protein 722FUNC-51197	7	3	1	1
vesicle-associated membrane protein 722, partialFUNC-51198	3	0	0	0
vesicle-associated membrane protein 724FUNC-51199	0	1	0	0
vesicle-associated protein 1-2FUNC-51200	1	0	0	0
vesicle-associated protein 2-1FUNC-51201	0	2	0	0
vesicle-associated protein 4-1-likeFUNC-51202	1	0	0	0
vesicle-associated protein 4-2 isoform X2FUNC-51203	1	3	0	0
vesicular-fusion protein sec18FUNC-51204	0	0	1	0
vesicular-fusion protein sec18-likeFUNC-51205	0	0	0	1
Vfa1pFUNC-51206	0	0	2	1
Vhc1FUNC-51207	3	0	1	1
Vhc1pFUNC-51208	10	6	4	25
Vhr1FUNC-51209	1	0	2	1
Vhr1pFUNC-51210	13	8	7	18
Vhr2pFUNC-51211	0	0	2	0
VHS domain-containing proteinFUNC-51212	1	0	0	1
VHS-domain-containing proteinFUNC-51213	0	0	1	0
Vhs2FUNC-51214	6	0	5	7
Vhs2pFUNC-51215	4	2	6	24
Vhs3FUNC-51216	1	0	1	1
VHS3-like proteinFUNC-51217	2	0	2	3
Vht1FUNC-51218	19	8	11	15
VHT1-like proteinFUNC-51219	11	8	5	11
Vht1pFUNC-51220	20	24	20	33
Vi polysaccharide biosynthesis protein VipA/TviBFUNC-51221	1	0	0	0
vicilin-like seed storage protein At2g28490FUNC-51222	2	0	0	0
Vid22pFUNC-51223	1	0	3	6
VID24-like proteinFUNC-51224	0	0	2	0
Vid27FUNC-51225	1	5	0	0
Vid27pFUNC-51226	0	0	0	4
Vid28FUNC-51227	1	0	0	0
VID28-like proteinFUNC-51228	0	2	0	2
vigilin 1-likeFUNC-51229	1	0	0	1
villin-2 isoform X1FUNC-51230	1	1	0	0
villin-2-like isoform X1FUNC-51231	1	0	0	0
villin-4FUNC-51232	4	0	0	0
Vip1FUNC-51233	12	3	5	7
Vip1 proteinFUNC-51234	0	0	2	0
VIP1-like proteinFUNC-51235	0	0	0	1
viral a-type inclusion protein repeat proteinFUNC-51236	0	3	0	0
viral beta C/D like family proteinFUNC-51237	1	0	0	0
VirB4 family type IV secretion system protein, partialFUNC-51238	0	2	0	0
VirB4 family type IV secretion/conjugal transfer ATPaseFUNC-51239	10	18	0	0
virB8 family proteinFUNC-51240	0	3	0	0
VirE proteinFUNC-51241	2	0	0	0
virulence factor family proteinFUNC-51242	0	0	1	0
virulence factor MceFUNC-51243	0	2	0	0
virulence factor Mce family proteinFUNC-51244	3	0	0	0
virulence factor MviNFUNC-51245	5	0	0	0
virulence factor SrfBFUNC-51246	1	2	1	1
virulence proteinFUNC-51247	1	0	0	0
VIT family proteinFUNC-51248	1	0	1	0
vitamin B12 ABC transporter permease BtuCFUNC-51249	1	6	0	0
vitamin B12 ABC transporter permease BtuC, partialFUNC-51250	0	3	0	0
vitamin B12-dependent ribonucleotide reductaseFUNC-51251	36	20	1	0
vitamin b6 biosynthesis proteinFUNC-51252	0	3	0	0
vitamin B6 biosynthesis proteinFUNC-51253	0	0	1	2
Vld1pFUNC-51254	2	0	0	2
VMA1-like proteinFUNC-51255	40	3	13	23
Vma11FUNC-51256	1	0	1	2
VMA11-like proteinFUNC-51257	17	69	1	6
Vma13FUNC-51258	13	13	16	17
Vma16FUNC-51259	43	18	2	18
VMA16-like proteinFUNC-51260	18	10	1	5
Vma2FUNC-51261	1	1	8	29
VMA2-like proteinFUNC-51262	7	0	9	24
Vma21pFUNC-51263	0	0	0	2
Vma22pFUNC-51264	0	0	0	3
VMA3-like proteinFUNC-51265	87	35	11	40
Vma4FUNC-51266	10	0	15	30
VMA4-like proteinFUNC-51267	0	0	2	31
Vma5FUNC-51268	4	0	5	6
VMA5-like proteinFUNC-51269	9	6	1	3
Vma6FUNC-51270	19	3	13	17
VMA6-like proteinFUNC-51271	8	0	3	17
Vma7FUNC-51272	0	0	1	0
VMA7-like proteinFUNC-51273	0	0	2	0
Vmr1FUNC-51274	0	0	1	0
Vms1pFUNC-51275	0	0	1	4
Vnx1FUNC-51276	6	2	7	21
Vnx1pFUNC-51277	5	0	2	7
Voa1pFUNC-51278	15	0	11	19
VOC family proteinFUNC-51279	39	52	2	1
VOC family virulence proteinFUNC-51280	0	0	0	1
voltage-dependent anion channelFUNC-51281	0	1	0	0
voltage-dependent calcium channelFUNC-51282	3	0	0	0
voltage-gated chloride channel protein ClcBFUNC-51283	0	1	0	0
voltage-gated potassium channelFUNC-51284	0	1	0	0
voltage-gated potassium channel subunit beta-3FUNC-51285	0	0	3	1
Vph1FUNC-51286	60	0	8	7
VPH1-like proteinFUNC-51287	7	11	0	2
VPLPA-CTERM sorting domain-containing proteinFUNC-51288	3	0	0	0
Vps1FUNC-51289	3	0	0	1
VPS1-like proteinFUNC-51290	2	0	0	1
Vps13FUNC-51291	3	1	3	7
Vps17FUNC-51292	1	0	1	1
Vps21FUNC-51293	0	0	4	3
VPS21-like proteinFUNC-51294	0	2	1	4
Vps24FUNC-51295	0	0	1	2
Vps29FUNC-51296	0	0	0	1
Vps34FUNC-51297	0	0	0	2
VPS34-like proteinFUNC-51298	0	0	2	2
Vps35FUNC-51299	1	0	1	6
VPS35 endosomal protein sorting factor-like isoform X2FUNC-51300	1	0	0	0
Vps38pFUNC-51301	2	0	0	0
Vps4FUNC-51302	0	4	0	1
VPS4-like proteinFUNC-51303	0	0	2	2
Vps41FUNC-51304	1	0	0	0
Vps41pFUNC-51305	1	1	1	2
Vps45pFUNC-51306	2	0	0	1
Vps51FUNC-51307	0	0	1	0
Vps51/Vps67 family proteinFUNC-51308	0	9	0	0
Vps51pFUNC-51309	0	0	0	1
Vps52pFUNC-51310	0	0	0	4
Vps53FUNC-51311	0	2	0	0
Vps53pFUNC-51312	3	0	2	7
Vps54pFUNC-51313	0	0	0	5
Vps55pFUNC-51314	2	0	0	1
Vps60FUNC-51315	0	0	1	2
Vps60pFUNC-51316	1	0	2	4
Vps62FUNC-51317	2	0	2	1
Vps62pFUNC-51318	1	1	2	8
Vps63pFUNC-51319	0	0	3	0
Vps64pFUNC-51320	0	0	1	7
Vps68FUNC-51321	7	2	1	0
Vps68pFUNC-51322	3	0	1	4
Vps70FUNC-51323	0	0	0	2
Vps71FUNC-51324	1	0	0	0
Vps71pFUNC-51325	0	0	0	3
Vps72pFUNC-51326	0	1	2	13
Vps74pFUNC-51327	0	2	5	4
Vps75pFUNC-51328	0	14	1	14
Vps8FUNC-51329	0	1	0	1
VQ motif-containing protein 4FUNC-51330	2	0	0	0
Vrg4FUNC-51331	10	0	4	1
VRG4-like proteinFUNC-51332	7	0	0	0
Vrp1FUNC-51333	1	0	2	0
Vrp1pFUNC-51334	13	4	4	42
VRR-NUC domain-containing proteinFUNC-51335	0	6	0	0
Vsb1pFUNC-51336	9	4	20	44
Vta1pFUNC-51337	0	1	2	3
VTC domain-containing proteinFUNC-51338	4	1	1	0
Vtc1FUNC-51339	3	1	2	12
VTC1-like proteinFUNC-51340	12	6	4	25
Vtc2FUNC-51341	2	0	1	2
Vtc3FUNC-51342	0	1	0	2
Vtc4FUNC-51343	1	1	5	16
VTC4-like proteinFUNC-51344	1	0	0	2
Vtc4pFUNC-51345	8	0	0	9
Vtc5pFUNC-51346	0	0	1	2
Vti1FUNC-51347	0	0	0	1
VTS1-like proteinFUNC-51348	0	0	1	0
Vts1pFUNC-51349	3	0	13	12
VTT domain-containing proteinFUNC-51350	6	4	0	0
Vvs1pFUNC-51351	22	64	19	109
VVTL1 precursorFUNC-51352	1	0	0	0
VWA domain-containing proteinFUNC-51353	48	38	3	7
VWA domain-containing protein, partialFUNC-51354	2	9	0	0
wall-associated receptor kinase 2-likeFUNC-51355	5	7	0	0
wall-associated receptor kinase-like 14 isoform X2FUNC-51356	3	0	0	0
WalW proteinFUNC-51357	6	0	0	0
War1FUNC-51358	0	0	0	1
War1pFUNC-51359	0	0	3	17
WAT1-related protein At3g28050-like isoform X2FUNC-51360	3	13	0	0
WAT1-related protein At5g13670-likeFUNC-51361	0	3	0	0
WAT1-related protein At5g47470-like isoform X2FUNC-51362	52	31	0	4
wax ester/triacylglycerol synthase family O-acyltransferaseFUNC-51363	8	17	1	1
Wbp1FUNC-51364	3	0	0	0
WbqC-like protein, partialFUNC-51365	1	0	0	0
WD and tetratricopeptide repeats protein 1 isoform X1FUNC-51366	1	0	0	0
WD domain-containing proteinFUNC-51367	2	2	1	1
WD domain, G-beta repeat containing proteinFUNC-51368	1	0	0	0
WD domain, G-beta repeat proteinFUNC-51369	5	8	0	1
WD repeat and FYVE domain protein 3FUNC-51370	4	2	0	0
WD repeat and SOF domain protein 1FUNC-51371	0	3	0	0
WD repeat domain phosphoinositide-interacting protein 4-likeFUNC-51372	1	0	0	0
WD repeat proteinFUNC-51373	4	7	0	0
WD repeat protein 22FUNC-51374	1	0	0	0
WD repeat protein 48FUNC-51375	1	4	0	0
WD repeat protein 59FUNC-51376	2	0	0	0
WD repeat protein involved in ribosome biogenesisFUNC-51377	0	4	0	0
WD repeat-containing proteinFUNC-51378	0	0	1	2
WD repeat-containing protein 11 isoform X1FUNC-51379	2	0	0	0
WD repeat-containing protein 13FUNC-51380	0	1	0	0
WD repeat-containing protein 20-likeFUNC-51381	3	0	0	0
WD repeat-containing protein 26 homologFUNC-51382	2	0	0	0
WD repeat-containing protein 26-likeFUNC-51383	0	0	1	0
WD repeat-containing protein 44 isoform X1FUNC-51384	0	2	0	0
WD repeat-containing protein 48 isoform X1FUNC-51385	1	0	0	0
WD repeat-containing protein 48 isoform X3FUNC-51386	0	1	0	0
WD repeat-containing protein 48-likeFUNC-51387	1	0	0	0
WD repeat-containing protein 51AFUNC-51388	1	0	0	0
WD repeat-containing protein 55-like isoform X3FUNC-51389	3	0	0	0
WD repeat-containing protein GTS1FUNC-51390	3	2	0	0
WD repeat-containing protein jip5-likeFUNC-51391	0	1	0	0
WD repeat-containing protein LWD1FUNC-51392	1	0	0	0
WD repeat-containing protein PCN-like isoform X2FUNC-51393	1	0	0	0
WD repeat-containing protein slp1-likeFUNC-51394	0	0	0	1
WD repeatcontaining protein 1, putativeFUNC-51395	1	0	0	0
WD-40 repeat-containing protein MSI2FUNC-51396	0	1	0	0
WD-40 repeat-containing protein MSI4FUNC-51397	3	0	0	0
WD-repeat 1FUNC-51398	1	0	0	0
WD-repeat containing protein SWD2FUNC-51399	0	0	1	2
WD-repeat protein-like protein pop3FUNC-51400	0	0	0	1
WD40 repeat-containing proteinFUNC-51401	1	0	0	0
WD40 repeat-containing protein HOS15-like, partialFUNC-51402	0	0	0	1
WD40 repeat-like proteinFUNC-51403	20	11	3	9
WD40 repeat-like protein, partialFUNC-51404	0	2	1	0
WD40-repeat-containing domain proteinFUNC-51405	9	0	4	13
WEB family protein At5g16730, chloroplastic-likeFUNC-51406	2	0	0	0
Werner syndrome ATP-dependent helicase homologFUNC-51407	0	1	0	0
WGR domain-containing proteinFUNC-51408	2	0	0	0
WGR domain-containing protein, partialFUNC-51409	1	0	0	0
WH1 domain containing proteinFUNC-51410	0	0	0	1
Whi2FUNC-51411	1	0	0	4
WHI2-like proteinFUNC-51412	0	0	1	2
Whi2pFUNC-51413	3	3	8	8
Whi3FUNC-51414	0	3	1	3
WHI3-like proteinFUNC-51415	1	0	0	0
Whi4pFUNC-51416	3	0	2	6
Whi5FUNC-51417	0	8	0	2
WhiB family transcriptional regulatorFUNC-51418	8	1	0	0
winged helix DNA-binding domain-containing proteinFUNC-51419	3	2	0	0
winged helix family transcriptional regulatorFUNC-51420	1	0	0	0
winged helix-turn-helix domain-containing proteinFUNC-51421	3	21	0	0
winged helix-turn-helix transcriptional regulatorFUNC-51422	5	1	0	0
wiskott-Aldrich syndrome protein homolog 1-likeFUNC-51423	1	0	1	0
WLM domain-containing proteinFUNC-51424	0	0	0	1
WLM-domain-containing proteinFUNC-51425	0	1	0	0
wound-induced basic proteinFUNC-51426	4	0	0	0
wound-induced protein 1-likeFUNC-51427	5	5	0	0
WRKY transcription factor 23-likeFUNC-51428	1	1	0	1
WRKY transcription factor WRKY24 isoform X2FUNC-51429	2	0	0	0
WRKY transcription factor WRKY24-likeFUNC-51430	19	16	0	0
WRKY transcription factor WRKY51-likeFUNC-51431	2	0	0	0
Wrs1FUNC-51432	12	0	1	7
WRS1-like proteinFUNC-51433	2	0	0	0
wsaeFUNC-51434	0	2	0	0
WSC domain-containing proteinFUNC-51435	0	4	0	0
WSC-domain-containing proteinFUNC-51436	1	5	0	1
Wsc2pFUNC-51437	18	5	0	3
Wsc3pFUNC-51438	11	1	3	6
Wsc4pFUNC-51439	5	8	1	19
Wtm1FUNC-51440	13	11	5	4
Wtm2FUNC-51441	0	0	0	2
WW domain proteinFUNC-51442	0	0	0	2
WW domain-binding protein 11-likeFUNC-51443	0	8	0	0
WW domain-containing oxidoreductaseFUNC-51444	0	5	0	0
WWE domain containing proteinFUNC-51445	0	1	0	0
Wwm1-ww domain containing protein interacting with metacaspaseFUNC-51446	4	0	0	0
Wwm1pFUNC-51447	39	19	13	32
WXG100 family type VII secretion targetFUNC-51448	3	0	0	0
WYL domain-containing proteinFUNC-51449	33	24	0	2
WYL domain-containing protein, partialFUNC-51450	8	0	0	0
WYL domain-containing transcriptional regulatorFUNC-51451	0	1	0	0
X-Pro aminopeptidaseFUNC-51452	0	5	0	0
Xaa-Pro aminopeptidaseFUNC-51453	12	16	1	1
Xaa-Pro dipeptidaseFUNC-51454	0	7	1	0
Xaa-Pro dipeptidase, partialFUNC-51455	2	0	0	0
Xaa-Pro dipeptidyl-peptidaseFUNC-51456	4	1	0	0
Xaa-Pro peptidase family proteinFUNC-51457	1	7	0	0
xanthan lyaseFUNC-51458	6	0	0	0
xanthine dehydrogenaseFUNC-51459	10	29	0	3
Xanthine dehydrogenaseFUNC-51460	0	1	0	0
xanthine dehydrogenase accessory protein XdhCFUNC-51461	3	2	1	0
xanthine dehydrogenase family protein subunit MFUNC-51462	0	5	0	0
xanthine dehydrogenase molybdopterin binding subunitFUNC-51463	4	13	1	0
xanthine dehydrogenase molybdopterin binding subunit, partialFUNC-51464	4	3	0	0
xanthine dehydrogenase small subunitFUNC-51465	16	1	0	0
xanthine dehydrogenase YagR molybdenum-binding subunitFUNC-51466	1	0	0	0
xanthine dehydrogenase-likeFUNC-51467	1	0	0	0
xanthine dehydrogenase, partialFUNC-51468	7	0	0	0
xanthine permeaseFUNC-51469	3	2	0	0
xanthine permease XanPFUNC-51470	0	5	0	0
xanthine phosphoribosyltransferaseFUNC-51471	4	5	3	2
Xanthine/uracil permeaseFUNC-51472	1	0	0	0
xanthine/uracil/vitamin C permeaseFUNC-51473	0	0	0	1
xanthosine phosphorylaseFUNC-51474	0	1	0	0
xanthoxin dehydrogenaseFUNC-51475	0	1	0	0
XAP5 domain-containing proteinFUNC-51476	0	0	0	1
Xbp1FUNC-51477	0	0	2	0
Xbp1pFUNC-51478	11	11	4	12
XdhC family proteinFUNC-51479	4	0	0	0
XdhC/CoxI family proteinFUNC-51480	0	0	0	1
Xdj1pFUNC-51481	0	0	1	6
xenobiotic-transporting ATPaseFUNC-51482	1	0	0	0
XFP N-terminal domain-containing proteinFUNC-51483	4	1	3	4
Xks1FUNC-51484	1	0	0	0
XPC-binding domain-containing proteinFUNC-51485	0	0	0	1
Xpt1FUNC-51486	0	0	0	2
XRE family transcriptional regulatorFUNC-51487	73	86	5	8
XRE family transcriptional regulator, partialFUNC-51488	1	0	0	0
XRN 5'-3' exonuclease N-terminus-domain-containing proteinFUNC-51489	0	1	1	0
Xrn1FUNC-51490	4	0	1	5
XRN1-like proteinFUNC-51491	2	0	0	0
Xrs2pFUNC-51492	1	0	0	0
XshC-Cox1 family proteinFUNC-51493	2	0	0	0
Xyl2FUNC-51494	0	0	1	0
xylan 1,4-beta-xylosidaseFUNC-51495	9	0	0	0
xyloglucan 6-xylosyltransferase 2-likeFUNC-51496	1	0	0	0
xyloglucan endotransglucosylase/hydrolase 2FUNC-51497	1	0	0	0
xyloglucan endotransglucosylase/hydrolase 2-likeFUNC-51498	10	0	0	0
xyloglucan endotransglucosylase/hydrolase protein 19-likeFUNC-51499	1	0	0	0
xyloglucan endotransglucosylase/hydrolase protein 31-likeFUNC-51500	1	0	0	0
xylose isomeraseFUNC-51501	6	8	0	1
xylose isomerase-like proteinFUNC-51502	1	0	0	0
xylulokinaseFUNC-51503	2	2	2	6
xylulose 5-phosphate 3-epimeraseFUNC-51504	7	5	2	2
xylulose kinaseFUNC-51505	19	22	0	0
xylulose kinase 2FUNC-51506	5	0	0	0
xylulose kinase, partialFUNC-51507	0	7	0	0
Y' element ATP-dependent helicaseFUNC-51508	23	89	17	69
Y' element ATP-dependent helicase protein 1 copy 1FUNC-51509	6	12	0	3
Y' element ATP-dependent helicase protein 1 copy 2FUNC-51510	1	5	0	3
Y' element ATP-dependent helicase protein 1 copy 3FUNC-51511	42	69	11	43
Y' element ATP-dependent helicase protein 1 copy 4FUNC-51512	1	29	0	8
Y' element ATP-dependent helicase protein 1 copy 6FUNC-51513	0	0	0	1
Yae1pFUNC-51514	0	0	2	1
YafY family transcriptional regulatorFUNC-51515	2	0	0	0
YagE family proteinFUNC-51516	2	12	0	0
Yah1FUNC-51517	4	11	5	34
YAH1-like proteinFUNC-51518	3	3	0	1
Yak1FUNC-51519	1	0	2	7
YAK1-like proteinFUNC-51520	1	4	0	2
YALI0B16258pFUNC-51521	0	0	1	0
YALI0C11407pFUNC-51522	1	0	0	0
YALI0C23408pFUNC-51523	0	4	0	3
YALI0D13596pFUNC-51524	1	0	0	0
YALI0E12001pFUNC-51525	0	0	1	1
YALI0E13277pFUNC-51526	2	0	2	1
YALI0E16929pFUNC-51527	1	1	1	1
YALI0E26719pFUNC-51528	10	7	6	4
YALI0F00506pFUNC-51529	0	0	1	1
YALI0F25289pFUNC-51530	1	0	1	1
Yap1FUNC-51531	0	0	1	0
YAP1-like proteinFUNC-51532	0	0	1	1
YAP1801-like proteinFUNC-51533	0	0	0	1
Yap1801pFUNC-51534	3	1	4	10
Yap1802pFUNC-51535	3	0	0	10
Yap5FUNC-51536	0	0	0	6
Yap5pFUNC-51537	0	1	0	2
Yap7pFUNC-51538	1	0	2	3
Yar1pFUNC-51539	1	0	3	4
YARHG domain-containing proteinFUNC-51540	1	0	0	0
Yat1FUNC-51541	3	15	3	3
Yat2FUNC-51542	1	0	3	2
YbaB/EbfC family nucleoid-associated proteinFUNC-51543	0	3	0	0
YbhB/YbcL family Raf kinase inhibitor-like proteinFUNC-51544	0	10	0	0
YbjQ family proteinFUNC-51545	1	1	0	0
Ybp1pFUNC-51546	0	0	0	1
Ybp2FUNC-51547	0	0	0	1
Ybp2pFUNC-51548	1	0	0	2
Ybt1FUNC-51549	17	1	0	6
YBT1-like proteinFUNC-51550	8	2	0	6
YcaO-like family proteinFUNC-51551	1	1	0	0
YceI family proteinFUNC-51552	8	10	2	1
Ycf1FUNC-51553	7	2	2	2
Ycf1 (chloroplast)FUNC-51554	2	8	0	0
YCF1-like proteinFUNC-51555	2	0	1	0
Ycf15 (chloroplast)FUNC-51556	0	3	0	0
ycf2 (chloroplast)FUNC-51557	1	0	0	0
Ycf2 (chloroplast)FUNC-51558	6	11	0	0
ycf2 (mitochondrion)FUNC-51559	0	3	0	0
Ycf2 (plastid)FUNC-51560	0	5	0	0
Ycf2 protein (chloroplast)FUNC-51561	1	0	0	0
ycf4 (mitochondrion)FUNC-51562	0	11	0	0
Ycf68 (chloroplast)FUNC-51563	14	6	0	1
Ycf68 protein (chloroplast)FUNC-51564	18	14	0	6
Ycf69 (chloroplast)FUNC-51565	2	0	0	0
YCG1-like proteinFUNC-51566	0	0	1	0
YciI family proteinFUNC-51567	0	19	0	0
YciK family oxidoreductaseFUNC-51568	0	6	0	0
Yck1FUNC-51569	0	3	3	6
YCK1-like proteinFUNC-51570	0	1	0	2
Yck3FUNC-51571	1	0	0	0
YCK3-like proteinFUNC-51572	0	0	0	1
Ycp4FUNC-51573	0	0	1	0
YCP4-like proteinFUNC-51574	0	0	1	1
Ycs4FUNC-51575	0	0	0	1
YCS4-like proteinFUNC-51576	2	0	0	0
Yct1FUNC-51577	3	0	3	6
Yct1pFUNC-51578	4	0	0	9
YD repeat protein, partialFUNC-51579	2	1	0	0
Ydc1FUNC-51580	3	5	0	0
YDC1-like proteinFUNC-51581	0	0	0	2
YdiU domain proteinFUNC-51582	1	1	0	0
Ydj1FUNC-51583	5	4	12	13
YDJ1-like proteinFUNC-51584	0	0	2	1
Yea6FUNC-51585	1	0	0	1
YEATS domain protein 4FUNC-51586	4	0	0	0
YEATS domain-containing protein YAF9FUNC-51587	0	0	0	2
yeats-domain-containing protein, partialFUNC-51588	0	1	0	0
YebC/PmpR family DNA-binding transcriptional regulatorFUNC-51589	13	23	2	0
YebC/PmpR family DNA-binding transcriptional regulator, partialFUNC-51590	6	8	0	0
YecA family proteinFUNC-51591	1	2	0	0
YedE-related selenium metabolism membrane proteinFUNC-51592	2	0	0	0
YeeE/YedE family proteinFUNC-51593	15	19	0	0
Yef3FUNC-51594	167	55	125	148
YEF3-like proteinFUNC-51595	57	9	22	19
Yeh1FUNC-51596	3	3	5	1
YEH1-like proteinFUNC-51597	0	0	0	1
Yeh2FUNC-51598	0	0	2	0
Yet1FUNC-51599	0	0	1	0
YET1-like proteinFUNC-51600	2	0	1	0
Yet1pFUNC-51601	3	0	1	6
Yet2pFUNC-51602	1	0	0	1
YET3-like proteinFUNC-51603	0	0	0	1
Yet3pFUNC-51604	2	1	6	6
YfcC family proteinFUNC-51605	8	0	0	0
YfcC family protein, partialFUNC-51606	6	3	0	0
YfcE family phosphodiesteraseFUNC-51607	0	1	0	0
Yfh7pFUNC-51608	1	0	2	3
Yft2pFUNC-51609	1	0	0	0
YgdI/YgdR family lipoproteinFUNC-51610	0	1	0	0
YgeY family selenium metabolism-linked hydrolaseFUNC-51611	4	0	0	0
YggS family pyridoxal phosphate enzymeFUNC-51612	16	1	1	0
YggS family pyridoxal phosphate enzyme, partialFUNC-51613	2	9	0	0
YggS family pyridoxal phosphate-dependent enzymeFUNC-51614	4	21	0	0
YggS family pyridoxal phosphate-dependent enzyme, partialFUNC-51615	8	8	0	0
YggT family proteinFUNC-51616	4	30	0	0
YggU family proteinFUNC-51617	0	1	0	0
YggW family oxidoreductaseFUNC-51618	0	3	1	0
YggW family oxidoreductase, partialFUNC-51619	0	4	0	0
YgiQ family radical SAM proteinFUNC-51620	14	21	1	1
YgiQ family radical SAM protein, partialFUNC-51621	0	0	0	1
Ygk3FUNC-51622	0	0	0	2
Ygp1FUNC-51623	9	16	10	18
Ygp1pFUNC-51624	156	120	101	184
Yhb1FUNC-51625	2	0	1	2
YHB1-like proteinFUNC-51626	0	0	1	2
YhbY family RNA-binding proteinFUNC-51627	2	0	0	0
Yhc1FUNC-51628	0	0	0	1
Yhc1pFUNC-51629	3	2	2	3
YhcH/YjgK/YiaL family proteinFUNC-51630	1	0	0	0
YhgE/Pip domain-containing proteinFUNC-51631	26	35	0	0
Yhi9pFUNC-51632	2	7	6	22
Yhk8FUNC-51633	0	5	0	1
Yhk8pFUNC-51634	7	2	7	1
Yhm2FUNC-51635	2	10	3	9
YHM2-like proteinFUNC-51636	0	3	1	1
Yhp1pFUNC-51637	0	0	0	5
YHS domain-containing proteinFUNC-51638	0	0	1	1
Yia6FUNC-51639	0	0	2	1
YibE/F family proteinFUNC-51640	4	0	0	0
YibE/F-like protein, partialFUNC-51641	0	1	0	0
YicC family proteinFUNC-51642	0	1	1	0
YidC/Oxa1 family membrane protein insertaseFUNC-51643	3	0	0	0
YidE/YbjL duplicationFUNC-51644	0	4	0	0
Yig1pFUNC-51645	1	0	0	0
YigZ family proteinFUNC-51646	18	3	0	0
Yih1FUNC-51647	15	39	2	21
YIH1-like proteinFUNC-51648	0	2	0	2
Yih1pFUNC-51649	3	3	3	7
YihA family ribosome biogenesis GTP-binding proteinFUNC-51650	3	4	1	0
YihY/virulence factor BrkB family proteinFUNC-51651	15	3	0	2
YihY/virulence factor BrkB family protein, partialFUNC-51652	1	0	0	0
Yim1pFUNC-51653	9	4	8	10
Yip1FUNC-51654	6	1	0	0
Yip1 domain containing proteinFUNC-51655	0	1	0	0
YIP1 family proteinFUNC-51656	1	2	6	3
YIP1 family protein, partialFUNC-51657	0	0	0	1
Yip1-domain-containing proteinFUNC-51658	0	2	0	1
YIP1-like proteinFUNC-51659	3	0	0	0
YIP3-like proteinFUNC-51660	0	0	0	1
Yip3pFUNC-51661	23	12	0	2
Yip4FUNC-51662	1	0	0	1
Yip4pFUNC-51663	17	30	5	25
Yip5FUNC-51664	0	0	0	2
Yip5pFUNC-51665	3	7	0	7
YitT family proteinFUNC-51666	14	4	0	0
YjeF N-terminal domain-containing proteinFUNC-51667	0	0	0	1
YjeF N-terminal domain-like proteinFUNC-51668	3	2	3	4
YjgF family translation initiation inhibitorFUNC-51669	0	2	0	0
YjgF-like proteinFUNC-51670	3	1	2	0
YjgP/YjgQ family permeaseFUNC-51671	10	8	0	0
YjiH family proteinFUNC-51672	4	0	0	0
Yju3FUNC-51673	0	0	0	8
YJU3-like proteinFUNC-51674	0	0	4	1
YkgJ family cysteine cluster proteinFUNC-51675	0	16	0	0
Ykt6FUNC-51676	4	0	1	7
YKT6 proteinFUNC-51677	1	3	0	0
YL1 nuclear proteinFUNC-51678	1	0	0	0
Ylf2FUNC-51679	0	0	0	1
YLF2-like proteinFUNC-51680	1	0	0	0
Ylf2pFUNC-51681	0	0	0	2
Ylh47FUNC-51682	0	0	4	9
Ylh47pFUNC-51683	0	4	10	11
ylmG homolog protein 1-2, chloroplastic-likeFUNC-51684	2	0	0	0
YLR340Wp-like proteinFUNC-51685	2	0	0	0
YMC1-like proteinFUNC-51686	1	0	0	2
Ymc2FUNC-51687	0	2	1	3
Ymd8pFUNC-51688	5	1	4	0
Yme1FUNC-51689	3	0	4	9
Yme2FUNC-51690	1	6	7	12
YME2-like proteinFUNC-51691	0	3	0	2
Yme2pFUNC-51692	2	5	4	13
YML6-like proteinFUNC-51693	0	0	0	1
YnbE family lipoproteinFUNC-51694	3	0	0	0
Ynd1FUNC-51695	0	0	0	2
YnfA family proteinFUNC-51696	0	7	0	0
Yng1pFUNC-51697	0	1	2	7
yng2-component of 4 histone acetyltransferase complexFUNC-51698	0	2	0	0
Ynk1FUNC-51699	0	14	3	6
Yop1FUNC-51700	6	3	5	0
Yop1pFUNC-51701	24	23	9	10
Yor1FUNC-51702	4	4	3	3
YOR1-like proteinFUNC-51703	4	1	2	1
Yos1pFUNC-51704	0	0	0	2
Yos9pFUNC-51705	0	0	3	3
Yox1FUNC-51706	0	0	0	2
Yox1pFUNC-51707	1	0	3	17
Ypc1FUNC-51708	4	2	3	7
Ypd1pFUNC-51709	0	0	0	3
Ypk1FUNC-51710	0	0	0	3
YPK1-like proteinFUNC-51711	0	0	0	1
Ypk2FUNC-51712	3	0	1	4
Ypk3FUNC-51713	0	0	0	2
Ypk9FUNC-51714	0	0	0	1
YPK9-like proteinFUNC-51715	1	0	0	0
Ypp1FUNC-51716	0	0	0	1
Ypp1pFUNC-51717	3	0	0	3
Ypq2pFUNC-51718	7	0	3	7
Yps1FUNC-51719	1	1	0	0
Yps3FUNC-51720	9	37	2	9
