	control.B5	control.B6	experimental.B11	experimental.B12
DUF1659 domain-containing proteinFUNC-7574	0	3	0	0
DUF1684 domain-containing proteinFUNC-7575	0	2	0	2
DUF1688 domain-containing proteinFUNC-7576	0	4	0	0
DUF169 domain-containing proteinFUNC-7577	1	0	0	7
DUF1692-domain-containing proteinFUNC-7578	0	1	0	0
DUF1694 domain-containing proteinFUNC-7579	0	2	0	0
DUF1697 domain-containing proteinFUNC-7580	1	9	0	0
DUF1704 domain-containing proteinFUNC-7581	1	0	0	4
DUF1707 domain-containing proteinFUNC-7582	5	38	1	0
DUF1708 domain proteinFUNC-7583	6	8	0	9
DUF1713 domain proteinFUNC-7584	2	0	0	0
DUF1722 domain-containing proteinFUNC-7585	1	16	1	1
DUF1724 domain-containing proteinFUNC-7586	0	0	0	2
DUF1725 domain-containing proteinFUNC-7587	158	1324	10	52
DUF1725 domain-containing protein, partialFUNC-7588	60	319	2	4
DUF1727 domain-containing proteinFUNC-7589	16	73	3	2
DUF1729 domain-containing proteinFUNC-7590	3	15	0	0
DUF1729 domain-containing protein, partialFUNC-7591	5	0	0	0
DUF1731 domain-containing proteinFUNC-7592	0	1	0	0
DUF1738 domain-containing proteinFUNC-7593	5	41	1	0
DUF1738 domain-containing protein, partialFUNC-7594	0	2	0	0
DUF1743 domain-containing proteinFUNC-7595	0	2	0	0
DUF1744-domain-containing proteinFUNC-7596	0	0	0	1
DUF1748-domain-containing proteinFUNC-7597	2	0	0	0
DUF1750-domain-containing proteinFUNC-7598	1	0	0	0
DUF1753-domain-containing proteinFUNC-7599	0	1	0	0
DUF1761-domain-containing proteinFUNC-7600	3	1	3	0
DUF1768 domain proteinFUNC-7601	1	0	0	0
DUF1768 domain-containing proteinFUNC-7602	0	0	0	1
DUF1772 domain-containing proteinFUNC-7603	0	1	0	0
DUF1775 domain-containing proteinFUNC-7604	0	5	0	0
DUF1778 domain-containing proteinFUNC-7605	0	17	0	0
DUF1788 domain-containing proteinFUNC-7606	0	9	0	9
DUF179 domain-containing proteinFUNC-7607	7	16	0	6
DUF1792 domain-containing proteinFUNC-7608	0	1	0	0
DUF1794 domain-containing proteinFUNC-7609	3	8	0	0
DUF1800 domain-containing proteinFUNC-7610	2	4	0	2
DUF1803 domain-containing proteinFUNC-7611	0	2	0	0
DUF1805 domain-containing proteinFUNC-7612	0	1	0	0
DUF1811 domain-containing proteinFUNC-7613	0	4	0	0
DUF1820 domain-containing proteinFUNC-7614	0	1	0	0
DUF1826 domain-containing proteinFUNC-7615	0	2	0	1
DUF1827 domain-containing proteinFUNC-7616	2	0	0	0
DUF1834 domain-containing proteinFUNC-7617	1	0	0	0
DUF1835 domain-containing proteinFUNC-7618	0	6	0	0
DUF1837 domain-containing proteinFUNC-7619	3	5	0	0
DUF1840 domain-containing proteinFUNC-7620	0	2	0	13
DUF1841 domain-containing proteinFUNC-7621	0	15	0	4
DUF1845 domain-containing proteinFUNC-7622	0	4	0	0
DUF1846 domain-containing proteinFUNC-7623	3	25	0	0
DUF1846 family proteinFUNC-7624	0	3	0	0
DUF1850 domain-containing proteinFUNC-7625	0	19	0	0
DUF1851 domain-containing proteinFUNC-7626	0	4	0	0
DUF1852 domain-containing proteinFUNC-7627	2	23	0	4
DUF1853 domain-containing proteinFUNC-7628	0	3	0	1
DUF1854 domain-containing proteinFUNC-7629	0	11	0	3
DUF1857 domain-containing proteinFUNC-7630	0	3	0	0
DUF1857-domain-containing proteinFUNC-7631	1	0	0	0
DUF1861 domain-containing proteinFUNC-7632	0	5	0	0
DUF1874 domain-containing proteinFUNC-7633	0	3	0	0
DUF1877 domain-containing proteinFUNC-7634	0	1	0	5
DUF1878 domain-containing proteinFUNC-7635	0	2	0	0
DUF188 domain-containing proteinFUNC-7636	0	11	0	0
DUF1896 domain-containing proteinFUNC-7637	0	5	0	0
DUF1902 domain-containing proteinFUNC-7638	0	4	0	0
DUF1905 domain-containing proteinFUNC-7639	0	0	1	0
DUF1906 domain-containing proteinFUNC-7640	2	32	5	0
DUF1906 domain-containing protein, partialFUNC-7641	1	0	0	0
DUF1918 domain-containing proteinFUNC-7642	0	5	0	1
DUF192 domain-containing proteinFUNC-7643	0	3	0	0
DUF1934 domain-containing proteinFUNC-7644	0	10	0	0
DUF1956 domain-containing proteinFUNC-7645	0	12	0	2
DUF1957 domain-containing proteinFUNC-7646	0	7	0	0
DUF1958 domain-containing proteinFUNC-7647	0	4	0	0
DUF1963 domain-containing proteinFUNC-7648	2	4	0	0
DUF1967 domain-containing protein, partialFUNC-7649	0	6	0	0
DUF1972 domain-containing proteinFUNC-7650	0	2	0	0
DUF1983 domain-containing proteinFUNC-7651	0	20	0	1
DUF1983 domain-containing protein, partialFUNC-7652	0	13	0	0
DUF1990 domain-containing proteinFUNC-7653	5	1	0	1
DUF1992 domain proteinFUNC-7654	0	9	0	0
DUF1992 domain-containing proteinFUNC-7655	0	2	0	0
DUF1993 domain-containing proteinFUNC-7656	2	6	1	0
DUF1998 domain-containing proteinFUNC-7657	9	19	1	7
Duf1pFUNC-7658	48	0	27	0
DUF2017 domain-containing proteinFUNC-7659	1	13	2	0
DUF202 domain-containing proteinFUNC-7660	1	11	0	0
DUF2023 domain-containing proteinFUNC-7661	0	2	0	0
DUF2027 domain-containing proteinFUNC-7662	1	0	0	0
DUF2029 domain-containing proteinFUNC-7663	43	277	2	7
DUF2029 domain-containing protein, partialFUNC-7664	2	3	0	0
DUF2057 domain-containing proteinFUNC-7665	0	1	0	0
DUF2058 domain-containing proteinFUNC-7666	1	2	0	0
DUF2059 domain-containing proteinFUNC-7667	5	0	0	4
DUF2061 domain-containing proteinFUNC-7668	2	0	0	8
DUF2062 domain-containing proteinFUNC-7669	0	0	0	2
DUF2063 domain-containing proteinFUNC-7670	1	0	0	1
DUF2064 domain-containing proteinFUNC-7671	0	0	0	5
DUF2065 domain-containing proteinFUNC-7672	1	2	0	2
DUF2065 domain-containing protein, partialFUNC-7673	0	3	0	0
DUF2066 domain-containing proteinFUNC-7674	0	1	0	0
DUF2069 domain-containing proteinFUNC-7675	0	10	3	0
DUF2070 family proteinFUNC-7676	0	0	0	7
DUF2070 family protein, partialFUNC-7677	0	0	0	5
DUF2075 domain-containing proteinFUNC-7678	1	26	0	0
DUF2079 domain-containing proteinFUNC-7679	6	60	0	0
DUF2088 domain-containing proteinFUNC-7680	0	2	1	0
DUF2089 domain-containing proteinFUNC-7681	0	2	0	0
DUF21 domain-containing proteinFUNC-7682	0	2	0	0
DUF2110 family proteinFUNC-7683	0	2	0	13
DUF2115 domain-containing proteinFUNC-7684	0	5	0	0
DUF2125 domain-containing proteinFUNC-7685	0	2	0	0
DUF2127 domain-containing proteinFUNC-7686	1	1	0	0
DUF2130 domain-containing proteinFUNC-7687	0	1	0	0
DUF2132 domain-containing proteinFUNC-7688	0	1	0	0
DUF2138 domain-containing proteinFUNC-7689	1	0	0	2
DUF2138 domain-containing protein, partialFUNC-7690	0	0	0	1
DUF2140 domain-containing proteinFUNC-7691	0	7	0	0
DUF2142 domain-containing proteinFUNC-7692	1	12	0	2
DUF2147 domain-containing proteinFUNC-7693	1	9	0	0
DUF2156 domain-containing proteinFUNC-7694	8	27	0	0
DUF2157 domain-containing proteinFUNC-7695	2	0	0	0
DUF2167 domain-containing proteinFUNC-7696	1	0	0	3
DUF2177 domain-containing proteinFUNC-7697	0	3	0	0
DUF218 domain proteinFUNC-7698	1	1	0	0
DUF2183 domain-containing proteinFUNC-7699	13	45	1	10
DUF2184 domain-containing proteinFUNC-7700	3	15	0	4
DUF2184 domain-containing protein, partialFUNC-7701	0	10	0	2
DUF2185 domain-containing proteinFUNC-7702	0	0	0	1
DUF2188 domain-containing proteinFUNC-7703	0	0	0	2
DUF2189 domain-containing proteinFUNC-7704	0	3	0	22
DUF2199 domain-containing proteinFUNC-7705	0	2	0	0
DUF2200 domain-containing proteinFUNC-7706	0	4	0	4
DUF2207 domain-containing proteinFUNC-7707	0	12	0	0
DUF221-domain-containing proteinFUNC-7708	0	1	0	0
DUF2213 domain-containing proteinFUNC-7709	2	48	0	2
DUF2214 domain-containing proteinFUNC-7710	1	0	0	1
DUF2219 domain-containing proteinFUNC-7711	0	1	0	0
DUF222 domain-containing proteinFUNC-7712	4	26	0	4
DUF222 domain-containing protein, partialFUNC-7713	1	0	0	0
DUF2231 domain-containing proteinFUNC-7714	0	3	0	0
DUF2232 domain-containing proteinFUNC-7715	0	26	0	0
DUF2232 domain-containing protein, partialFUNC-7716	2	0	0	0
DUF2236 domain-containing proteinFUNC-7717	9	30	5	13
DUF2237 domain-containing proteinFUNC-7718	0	18	1	14
DUF2242 domain-containing proteinFUNC-7719	1	0	0	0
DUF2244 domain-containing proteinFUNC-7720	0	3	0	0
DUF2249 domain-containing proteinFUNC-7721	2	21	0	2
DUF2252 domain-containing proteinFUNC-7722	3	2	0	2
DUF2254 domain-containing proteinFUNC-7723	4	8	0	0
DUF2259 domain-containing proteinFUNC-7724	0	2	1	0
DUF2262 domain-containing proteinFUNC-7725	0	3	0	0
DUF2264 domain-containing proteinFUNC-7726	19	68	3	3
DUF2267 domain-containing proteinFUNC-7727	1	0	0	0
DUF2269 domain-containing proteinFUNC-7728	1	1	0	11
DUF2271 domain-containing proteinFUNC-7729	0	2	0	3
DUF2272 domain-containing proteinFUNC-7730	0	2	0	0
DUF2273 domain-containing proteinFUNC-7731	0	7	0	0
DUF2274 domain-containing proteinFUNC-7732	0	1	0	0
DUF2275 domain-containing proteinFUNC-7733	0	9	0	0
DUF2277 domain-containing proteinFUNC-7734	0	11	0	0
DUF2280 domain-containing proteinFUNC-7735	0	0	0	1
DUF2281 domain-containing proteinFUNC-7736	0	2	0	0
DUF2282 domain-containing proteinFUNC-7737	3	3	0	0
DUF2285 domain-containing proteinFUNC-7738	0	12	1	0
DUF2293 domain-containing proteinFUNC-7739	0	4	0	0
DUF2303 domain-containing proteinFUNC-7740	0	11	0	1
DUF2304 domain-containing proteinFUNC-7741	2	19	0	0
DUF2304 domain-containing protein, partialFUNC-7742	0	0	0	1
DUF2306 domain-containing proteinFUNC-7743	1	1	0	11
DUF2309 domain-containing proteinFUNC-7744	4	31	0	0
DUF2313 domain-containing proteinFUNC-7745	4	1	0	0
DUF2316 domain-containing proteinFUNC-7746	0	1	0	0
DUF2318 domain-containing proteinFUNC-7747	0	15	0	0
DUF2325 domain-containing proteinFUNC-7748	0	15	0	0
DUF2326 domain-containing proteinFUNC-7749	1	1	0	0
DUF2326 domain-containing protein, partialFUNC-7750	0	1	0	0
DUF2330 domain-containing proteinFUNC-7751	0	4	0	0
DUF2331 domain-containing proteinFUNC-7752	0	6	0	2
DUF2332 domain-containing proteinFUNC-7753	2	0	0	0
DUF2333 domain-containing proteinFUNC-7754	0	1	0	3
DUF2334 domain-containing proteinFUNC-7755	0	3	0	0
DUF2335 domain-containing proteinFUNC-7756	0	4	0	0
DUF2336 domain-containing proteinFUNC-7757	0	15	0	0
DUF2339 domain-containing proteinFUNC-7758	3	28	2	12
DUF2357 domain-containing proteinFUNC-7759	0	2	0	3
DUF2382 domain-containing proteinFUNC-7760	2	0	0	0
DUF2388 domain-containing proteinFUNC-7761	1	1	0	0
DUF2398 domain-containing proteinFUNC-7762	0	1	0	0
DUF2399 domain-containing proteinFUNC-7763	0	0	0	9
DUF2400 domain-containing proteinFUNC-7764	1	0	0	0
DUF2407 ubiquitin-like domain proteinFUNC-7765	0	4	0	0
DUF2442 domain-containing proteinFUNC-7766	1	0	0	5
DUF2459 domain-containing proteinFUNC-7767	0	0	0	3
DUF2469 domain-containing proteinFUNC-7768	4	6	0	0
DUF2474 domain-containing proteinFUNC-7769	1	0	0	0
DUF2479 domain-containing proteinFUNC-7770	0	6	0	0
DUF2486 domain-containing proteinFUNC-7771	0	1	0	0
DUF2487 domain-containing proteinFUNC-7772	0	3	0	0
DUF2489 domain-containing proteinFUNC-7773	1	0	0	0
DUF2490 domain-containing proteinFUNC-7774	1	3	0	9
DUF2493 domain-containing proteinFUNC-7775	0	8	0	1
DUF2493 domain-containing protein, partialFUNC-7776	0	4	0	0
DUF2497 domain-containing proteinFUNC-7777	1	1	0	0
DUF250 domain membrane proteinFUNC-7778	0	3	0	0
DUF2500 domain-containing proteinFUNC-7779	0	4	0	0
DUF2505 domain-containing proteinFUNC-7780	1	1	0	0
DUF2505 domain-containing protein, partialFUNC-7781	0	1	0	0
DUF2507 domain-containing proteinFUNC-7782	0	2	0	0
DUF2510 domain-containing proteinFUNC-7783	3	7	0	1
DUF2512 domain-containing proteinFUNC-7784	0	10	0	0
DUF2516 domain-containing proteinFUNC-7785	0	28	0	0
DUF2520 domain-containing proteinFUNC-7786	2	0	0	3
DUF2521 domain-containing proteinFUNC-7787	0	1	0	0
DUF2529 domain-containing proteinFUNC-7788	0	8	0	0
DUF2530 domain-containing proteinFUNC-7789	1	0	0	0
DUF2533 domain-containing proteinFUNC-7790	0	1	0	0
DUF255 domain-containing proteinFUNC-7791	0	0	0	2
DUF2550 domain-containing proteinFUNC-7792	6	9	0	3
DUF2584 domain-containing proteinFUNC-7793	0	3	0	0
DUF2600 domain-containing proteinFUNC-7794	0	2	0	0
DUF2612 domain-containing proteinFUNC-7795	0	31	0	0
DUF2612 domain-containing protein, partialFUNC-7796	0	1	0	0
DUF2619 domain-containing proteinFUNC-7797	0	1	0	0
DUF262 domain-containing proteinFUNC-7798	7	150	0	2
DUF262 domain-containing protein, partialFUNC-7799	0	0	0	4
DUF2625 domain-containing proteinFUNC-7800	0	1	0	0
DUF2627 domain-containing proteinFUNC-7801	0	2	0	0
DUF2628 domain-containing proteinFUNC-7802	0	0	2	0
DUF2631 domain-containing proteinFUNC-7803	2	4	0	0
DUF2634 domain-containing proteinFUNC-7804	0	3	0	0
DUF2637 domain-containing proteinFUNC-7805	0	1	0	0
DUF2652 domain-containing proteinFUNC-7806	1	1	0	0
DUF2662 domain-containing proteinFUNC-7807	1	15	0	4
DUF2695 domain-containing proteinFUNC-7808	0	1	0	0
DUF2721 domain-containing proteinFUNC-7809	2	8	0	0
DUF2723 domain-containing proteinFUNC-7810	2	14	0	1
DUF2726 domain-containing proteinFUNC-7811	4	6	0	1
DUF2752 domain-containing proteinFUNC-7812	1	2	0	1
DUF2760 domain-containing proteinFUNC-7813	0	0	0	6
DUF2777 domain-containing proteinFUNC-7814	0	3	0	0
DUF2778 domain-containing proteinFUNC-7815	1	1	0	0
DUF2779 domain-containing proteinFUNC-7816	0	13	0	0
DUF2782 domain-containing proteinFUNC-7817	0	5	0	0
DUF2785 domain-containing proteinFUNC-7818	0	3	0	0
DUF2786 domain-containing proteinFUNC-7819	1	15	0	0
DUF2788 domain-containing proteinFUNC-7820	0	2	0	1
DUF2790 domain-containing proteinFUNC-7821	1	1	1	0
DUF2793 domain-containing proteinFUNC-7822	1	1	0	11
DUF2793 domain-containing protein, partialFUNC-7823	0	2	0	0
DUF2795 domain-containing proteinFUNC-7824	0	1	0	0
DUF2796 domain-containing proteinFUNC-7825	0	0	0	2
DUF2797 domain-containing proteinFUNC-7826	2	1	0	7
DUF2798 domain-containing proteinFUNC-7827	0	1	0	0
DUF2799 domain-containing proteinFUNC-7828	0	7	0	4
DUF2800 domain-containing proteinFUNC-7829	0	4	0	1
DUF2800 domain-containing protein, partialFUNC-7830	5	1	0	0
DUF2802 domain-containing proteinFUNC-7831	0	13	0	0
DUF2804 domain-containing proteinFUNC-7832	5	8	0	0
DUF2812 domain-containing proteinFUNC-7833	0	1	0	0
DUF2815 domain-containing proteinFUNC-7834	0	13	1	6
DUF2818 domain-containing proteinFUNC-7835	0	0	1	0
DUF2827 domain-containing proteinFUNC-7836	0	1	0	0
DUF2828 domain-containing proteinFUNC-7837	0	1	0	0
DUF2829 domain-containing proteinFUNC-7838	2	1	0	1
DUF2837 domain-containing proteinFUNC-7839	0	2	0	0
DUF2840 domain-containing proteinFUNC-7840	1	0	0	6
DUF2845 domain-containing proteinFUNC-7841	2	1	0	0
DUF2846 domain-containing proteinFUNC-7842	1	0	0	0
DUF2847 domain-containing proteinFUNC-7843	0	3	0	0
DUF2848 domain-containing proteinFUNC-7844	0	1	0	0
DUF2849 domain-containing proteinFUNC-7845	0	0	0	2
DUF2851 domain-containing proteinFUNC-7846	0	13	0	0
DUF2852 domain-containing proteinFUNC-7847	0	3	0	1
DUF2855 domain-containing proteinFUNC-7848	1	12	0	16
DUF2857 domain-containing proteinFUNC-7849	0	1	0	0
DUF2857 domain-containing protein, partialFUNC-7850	0	3	0	0
DUF2863 domain-containing proteinFUNC-7851	0	7	0	0
DUF2865 domain-containing proteinFUNC-7852	0	1	0	0
DUF2867 domain-containing proteinFUNC-7853	0	5	0	9
DUF2867 domain-containing protein, partialFUNC-7854	2	19	0	0
DUF2868 domain-containing proteinFUNC-7855	2	0	0	0
DUF2871 domain-containing proteinFUNC-7856	3	2	0	1
DUF2878 domain-containing proteinFUNC-7857	1	1	0	0
DUF2889 domain-containing proteinFUNC-7858	0	1	0	0
DUF2891 domain-containing proteinFUNC-7859	0	3	0	0
DUF2892 domain-containing proteinFUNC-7860	0	11	0	3
DUF2895 domain-containing protein, partialFUNC-7861	0	6	0	0
DUF29 domain-containing proteinFUNC-7862	1	0	0	0
DUF2905 domain-containing proteinFUNC-7863	0	18	0	0
DUF2909 domain-containing proteinFUNC-7864	0	2	0	0
DUF2911 domain-containing proteinFUNC-7865	0	1	0	0
DUF2917 domain-containing proteinFUNC-7866	0	0	0	1
DUF2924 domain-containing proteinFUNC-7867	0	8	1	2
DUF2927 domain-containing proteinFUNC-7868	0	0	0	7
DUF2929 domain-containing proteinFUNC-7869	0	0	1	0
DUF2933 domain-containing proteinFUNC-7870	0	1	0	1
DUF2934 domain-containing proteinFUNC-7871	0	1	0	0
DUF2935 domain-containing proteinFUNC-7872	0	6	0	0
DUF2937 domain-containing proteinFUNC-7873	0	1	0	3
DUF2939 domain-containing proteinFUNC-7874	1	2	0	1
DUF2945 domain-containing proteinFUNC-7875	0	10	0	0
DUF2946 domain-containing proteinFUNC-7876	2	8	1	0
DUF2948 domain-containing proteinFUNC-7877	0	5	0	0
DUF2950 domain-containing proteinFUNC-7878	0	0	1	0
DUF2953 domain-containing proteinFUNC-7879	0	16	0	0
DUF2959 domain-containing proteinFUNC-7880	0	4	0	0
DUF296 domain-containing proteinFUNC-7881	0	10	0	5
DUF2961 domain-containing proteinFUNC-7882	0	10	0	0
DUF2970 domain-containing proteinFUNC-7883	1	7	0	0
DUF2974 domain-containing proteinFUNC-7884	0	1	0	0
DUF2974 domain-containing protein, partialFUNC-7885	0	1	0	0
DUF2975 domain-containing proteinFUNC-7886	0	7	0	0
DUF2992 domain-containing proteinFUNC-7887	3	8	0	0
DUF2993 domain-containing proteinFUNC-7888	6	28	0	6
DUF2993 domain-containing protein, partialFUNC-7889	0	0	1	0
DUF3000 domain-containing proteinFUNC-7890	2	10	0	0
DUF3000 domain-containing protein, partialFUNC-7891	0	16	0	0
DUF3006 domain-containing proteinFUNC-7892	0	5	0	0
DUF3008 domain-containing proteinFUNC-7893	0	0	1	0
DUF3013 domain-containing proteinFUNC-7894	0	1	0	0
DUF3014 domain-containing proteinFUNC-7895	1	0	0	4
DUF3015 domain-containing proteinFUNC-7896	0	1	1	0
DUF3016 domain-containing proteinFUNC-7897	0	3	0	0
DUF3017 domain-containing proteinFUNC-7898	4	4	0	10
DUF3018 domain-containing proteinFUNC-7899	0	1	0	0
DUF302 domain-containing proteinFUNC-7900	2	10	0	0
DUF3021 domain-containing proteinFUNC-7901	0	3	0	0
DUF3025 domain-containing proteinFUNC-7902	0	2	0	0
DUF3027 domain-containing proteinFUNC-7903	7	9	0	2
DUF3034 domain-containing proteinFUNC-7904	1	3	0	0
DUF3039 domain-containing proteinFUNC-7905	1	1	0	0
DUF3040 domain-containing proteinFUNC-7906	0	17	0	0
DUF3042 domain-containing proteinFUNC-7907	0	2	0	0
DUF3043 domain-containing proteinFUNC-7908	4	9	0	0
DUF3046 domain-containing proteinFUNC-7909	2	11	0	0
DUF3048 domain-containing proteinFUNC-7910	0	2	0	0
DUF305 domain-containing proteinFUNC-7911	2	9	1	9
DUF3052 domain-containing proteinFUNC-7912	0	8	0	1
DUF3054 domain-containing proteinFUNC-7913	7	11	0	0
DUF3054 domain-containing protein, partialFUNC-7914	6	0	1	0
DUF3060 domain-containing proteinFUNC-7915	2	0	0	0
DUF3068 domain-containing proteinFUNC-7916	1	33	0	16
DUF3071 domain-containing proteinFUNC-7917	4	31	2	9
DUF3072 domain-containing proteinFUNC-7918	0	2	0	1
DUF3073 domain-containing proteinFUNC-7919	1	9	1	0
DUF3078 domain-containing proteinFUNC-7920	2	0	0	0
DUF3080 domain-containing proteinFUNC-7921	2	1	0	1
DUF3084 domain-containing proteinFUNC-7922	0	5	0	0
DUF3088 domain-containing proteinFUNC-7923	2	9	0	0
DUF3089 domain-containing proteinFUNC-7924	0	4	0	14
DUF309 domain-containing proteinFUNC-7925	0	2	0	0
DUF3090 domain-containing proteinFUNC-7926	0	2	0	0
DUF3093 domain-containing proteinFUNC-7927	5	40	0	0
DUF3096 domain-containing proteinFUNC-7928	0	9	0	0
DUF3097 domain-containing proteinFUNC-7929	17	105	1	2
DUF3097 domain-containing protein, partialFUNC-7930	0	5	0	0
DUF3098 domain-containing proteinFUNC-7931	1	0	0	0
DUF3099 domain-containing proteinFUNC-7932	4	23	0	7
DUF3100 domain-containing proteinFUNC-7933	0	2	0	1
DUF3102 domain-containing proteinFUNC-7934	0	15	0	0
DUF3105 domain-containing proteinFUNC-7935	3	0	0	0
DUF3106 domain-containing proteinFUNC-7936	0	0	0	4
DUF3107 domain-containing proteinFUNC-7937	1	11	0	0
DUF3108 domain-containing proteinFUNC-7938	3	24	3	1
DUF3109 domain-containing proteinFUNC-7939	0	3	0	0
DUF3114 domain-containing proteinFUNC-7940	1	0	0	0
DUF3117 domain-containing proteinFUNC-7941	0	15	0	0
DUF3131 domain-containing proteinFUNC-7942	4	0	0	0
DUF3137 domain-containing proteinFUNC-7943	0	3	0	0
DUF3141 domain-containing proteinFUNC-7944	0	15	3	1
DUF3141 domain-containing protein, partialFUNC-7945	1	0	0	0
DUF3142 domain-containing proteinFUNC-7946	0	3	0	0
DUF3145 domain-containing proteinFUNC-7947	5	54	1	4
DUF3149 domain-containing proteinFUNC-7948	0	1	0	0
DUF3150 domain-containing proteinFUNC-7949	1	14	0	0
DUF3151 domain-containing proteinFUNC-7950	2	1	0	5
DUF3152 domain-containing proteinFUNC-7951	1	18	0	0
DUF3153 domain-containing proteinFUNC-7952	0	7	0	0
DUF3159 domain-containing proteinFUNC-7953	0	8	0	0
DUF3160 domain-containing proteinFUNC-7954	0	6	0	0
DUF3164 domain-containing proteinFUNC-7955	0	1	0	0
DUF3168 domain-containing proteinFUNC-7956	0	16	0	0
DUF3173 domain-containing proteinFUNC-7957	0	5	0	0
DUF3179 domain-containing proteinFUNC-7958	0	0	1	0
DUF3180 domain-containing proteinFUNC-7959	0	50	0	0
DUF3182 domain-containing proteinFUNC-7960	0	1	0	0
DUF3194 domain-containing proteinFUNC-7961	0	0	0	9
DUF3196 domain-containing proteinFUNC-7962	0	2	0	0
DUF3223 domain-containing proteinFUNC-7963	0	4	0	1
DUF3225 domain-containing proteinFUNC-7964	1	0	0	0
DUF3235 domain-containing proteinFUNC-7965	0	1	0	0
DUF3239 domain-containing proteinFUNC-7966	2	1	0	0
DUF3251 domain-containing proteinFUNC-7967	0	3	0	0
DUF3256 domain-containing proteinFUNC-7968	0	1	0	0
DUF3263 domain-containing proteinFUNC-7969	0	4	0	0
DUF3275 domain-containing proteinFUNC-7970	0	25	0	4
DUF3275 domain-containing protein, partialFUNC-7971	0	0	0	3
DUF3277 domain-containing proteinFUNC-7972	0	16	0	0
DUF3278 domain-containing proteinFUNC-7973	0	2	0	0
DUF3290 domain-containing proteinFUNC-7974	0	3	0	0
DUF3291 domain-containing proteinFUNC-7975	0	3	0	0
DUF3297 domain-containing proteinFUNC-7976	0	2	0	0
DUF3298 domain-containing proteinFUNC-7977	0	5	0	0
DUF3299 domain-containing proteinFUNC-7978	2	0	0	0
DUF3300 domain-containing proteinFUNC-7979	0	4	0	0
DUF3306 domain-containing proteinFUNC-7980	0	1	0	0
DUF3310 domain-containing proteinFUNC-7981	0	1	0	0
DUF3311 domain-containing proteinFUNC-7982	0	2	0	0
DUF3320 domain-containing proteinFUNC-7983	2	28	0	2
DUF3325 domain-containing proteinFUNC-7984	0	2	1	0
DUF3330 domain-containing protein, partialFUNC-7985	0	0	0	1
DUF3336 domain-containing proteinFUNC-7986	0	0	0	1
DUF334 domain-containing proteinFUNC-7987	1	0	0	0
DUF3348 domain-containing proteinFUNC-7988	0	13	0	0
DUF3349 domain-containing proteinFUNC-7989	3	0	0	0
DUF3362 domain-containing protein, partialFUNC-7990	0	2	0	0
DUF3363 domain-containing proteinFUNC-7991	1	12	1	21
DUF3363 domain-containing protein, partialFUNC-7992	1	0	0	0
DUF3365 domain-containing proteinFUNC-7993	0	1	0	0
DUF3367 domain-containing proteinFUNC-7994	2	10	1	0
DUF3367 domain-containing protein, partialFUNC-7995	1	3	0	2
DUF3368 domain-containing proteinFUNC-7996	0	4	0	0
DUF3375 domain-containing proteinFUNC-7997	6	17	2	5
DUF3375 domain-containing protein, partialFUNC-7998	1	0	0	0
DUF3376 domain-containing proteinFUNC-7999	1	0	0	0
DUF3379 domain-containing proteinFUNC-8000	0	1	0	0
DUF3380 domain-containing proteinFUNC-8001	0	3	0	0
DUF3383 domain-containing proteinFUNC-8002	0	66	0	0
DUF3387 domain-containing proteinFUNC-8003	0	17	0	0
DUF3388 domain-containing proteinFUNC-8004	0	4	0	0
DUF3394 domain-containing proteinFUNC-8005	1	1	0	1
DUF3396 domain-containing proteinFUNC-8006	0	3	0	0
DUF3397 domain-containing proteinFUNC-8007	0	2	0	0
DUF340 domain-containing proteinFUNC-8008	0	14	0	0
DUF3408 domain-containing proteinFUNC-8009	0	2	0	0
DUF3408 domain-containing protein, partialFUNC-8010	0	2	0	0
DUF3410 domain-containing proteinFUNC-8011	0	1	0	0
DUF3412 domain-containing proteinFUNC-8012	0	0	0	1
DUF3412 domain-containing protein, partialFUNC-8013	1	0	0	0
DUF3413 domain-containing proteinFUNC-8014	0	1	0	0
DUF3416 domain-containing proteinFUNC-8015	9	50	0	3
DUF3417 domain-containing proteinFUNC-8016	5	19	0	4
DUF3418 domain-containing protein, partialFUNC-8017	1	0	0	0
DUF3419 domain-containing proteinFUNC-8018	2	4	0	0
DUF342 domain-containing proteinFUNC-8019	0	3	0	0
DUF3422 domain-containing proteinFUNC-8020	2	16	1	14
DUF3426 domain-containing proteinFUNC-8021	0	12	0	0
DUF3427 domain-containing proteinFUNC-8022	3	18	0	0
DUF3429 domain-containing proteinFUNC-8023	1	5	0	0
DUF3438 domain-containing protein, partialFUNC-8024	1	1	0	0
DUF3440 domain-containing proteinFUNC-8025	0	0	0	1
DUF3445 domain-containing proteinFUNC-8026	0	18	0	0
DUF3450 domain-containing proteinFUNC-8027	1	1	0	0
DUF3455 domain-containing proteinFUNC-8028	0	4	0	0
DUF3458 domain-containing proteinFUNC-8029	2	0	0	0
DUF3459 domain-containing proteinFUNC-8030	1	23	0	0
DUF3460 domain-containing proteinFUNC-8031	0	0	0	2
DUF3465 domain-containing proteinFUNC-8032	0	7	0	1
DUF3482 domain-containing proteinFUNC-8033	0	16	0	0
DUF3482 domain-containing protein, partialFUNC-8034	2	0	0	0
DUF3486 domain-containing proteinFUNC-8035	1	1	0	0
DUF3487 domain-containing protein, partialFUNC-8036	0	0	2	0
DUF3488 domain-containing proteinFUNC-8037	2	56	0	17
