	control.B5	control.B6	experimental.B11	experimental.B12
proline-rich receptor-like protein kinase PERK14FUNC-28524	0	4	0	0
proline-rich receptor-like protein kinase PERK2FUNC-28525	0	3	1	0
proline-rich transmembrane protein 2 isoform x1FUNC-28526	0	1	0	0
Proline-specific permeaseFUNC-28527	2	0	0	0
proline-specific permease ProYFUNC-28528	0	9	0	0
proline-specific permease ProY, partialFUNC-28529	0	3	0	0
proline-tRNA ligaseFUNC-28530	0	1	0	0
proline/betaine ABC transporter permease ProWFUNC-28531	1	1	0	0
proline/betaine transporterFUNC-28532	0	1	0	1
prolipoprotein diacylglyceryl transferaseFUNC-28533	3	70	0	4
prolipoprotein diacylglyceryl transferase, partialFUNC-28534	2	11	0	0
prolyl aminopeptidaseFUNC-28535	15	39	0	1
prolyl endopeptidase-likeFUNC-28536	0	1	0	0
prolyl oligopeptidaseFUNC-28537	2	12	0	0
prolyl oligopeptidase family domain-containing proteinFUNC-28538	0	1	0	0
prolyl-tRNA synthetaseFUNC-28539	0	1	0	0
propanoyl-CoA acyltransferaseFUNC-28540	0	0	1	0
prophage LambdaSa2FUNC-28541	0	1	0	0
propionate catabolism operon regulatory protein PrpRFUNC-28542	0	4	0	13
propionate catabolism operon regulatory protein PrpR, partialFUNC-28543	0	0	1	0
propionate--CoA ligaseFUNC-28544	2	41	0	4
propionate/acetate kinaseFUNC-28545	0	1	0	0
propionyl-CoA carboxylase subunit betaFUNC-28546	4	15	0	0
propionyl-CoA carboxylase, partialFUNC-28547	0	0	0	1
propionyl-CoA synthetaseFUNC-28548	5	6	2	0
propionyl-CoA--succinate CoA transferaseFUNC-28549	2	0	0	1
ProQ activator of osmoprotectant transporter propFUNC-28550	1	0	0	0
prostaglandin E synthase 2FUNC-28551	0	5	0	0
proteaseFUNC-28552	40	220	3	17
protease 2, partialFUNC-28553	0	4	0	0
protease DoFUNC-28554	0	3	0	0
protease Do-like 2, chloroplastic isoform X1FUNC-28555	0	0	1	0
protease Do-like 7FUNC-28556	1	0	0	0
protease HtpXFUNC-28557	1	11	0	7
protease modulator HflCFUNC-28558	0	14	1	7
protease modulator HflKFUNC-28559	1	18	2	0
protease SohBFUNC-28560	1	3	0	0
protease subunit componentFUNC-28561	1	0	0	0
protease, partialFUNC-28562	8	0	0	5
protease/lipase ABC transporter permease/ATP-binding proteinFUNC-28563	0	0	1	0
proteasomal ATPase-associated factor 1FUNC-28564	0	9	0	0
proteasome 26s subunitFUNC-28565	0	3	0	0
proteasome accessory factor PafA2FUNC-28566	3	3	0	1
proteasome accessory factor PafA2, partialFUNC-28567	0	1	0	1
proteasome activator subunit 4FUNC-28568	4	5	0	0
proteasome assembly chaperone family proteinFUNC-28569	1	0	0	0
proteasome ATPaseFUNC-28570	5	32	1	4
proteasome ATPase, partialFUNC-28571	1	21	0	0
proteasome component PRE2FUNC-28572	1	0	2	0
proteasome component PRE6FUNC-28573	0	1	0	0
proteasome component PUP2FUNC-28574	0	0	1	0
proteasome component PUP3FUNC-28575	0	0	1	0
proteasome component Y13 (proteasome A-type and B-type)FUNC-28576	3	0	0	0
proteasome core particle subunit alpha 1FUNC-28577	57	6	52	0
proteasome core particle subunit alpha 2FUNC-28578	15	2	11	0
proteasome core particle subunit alpha 3FUNC-28579	2	0	4	0
proteasome core particle subunit alpha 4FUNC-28580	22	2	10	0
proteasome core particle subunit alpha 5FUNC-28581	62	29	53	0
proteasome core particle subunit alpha 6FUNC-28582	8	0	30	1
proteasome core particle subunit alpha 7FUNC-28583	42	5	29	1
proteasome core particle subunit beta 1FUNC-28584	25	8	13	0
proteasome core particle subunit beta 2FUNC-28585	32	6	12	0
proteasome core particle subunit beta 3FUNC-28586	0	1	0	0
proteasome core particle subunit beta 4FUNC-28587	10	1	9	1
proteasome core particle subunit beta 5FUNC-28588	15	1	12	0
proteasome core particle subunit beta 6FUNC-28589	3	0	1	0
proteasome core particle subunit beta 7FUNC-28590	114	10	153	2
proteasome endopeptidase complex, beta subunitFUNC-28591	0	0	1	0
proteasome maturation proteinFUNC-28592	0	0	0	1
proteasome proteinFUNC-28593	5	0	0	0
proteasome regulatory particle base subunit RPN1FUNC-28594	297	46	101	0
proteasome regulatory particle base subunit RPN10FUNC-28595	80	15	58	3
proteasome regulatory particle base subunit RPN2FUNC-28596	105	29	69	0
proteasome regulatory particle base subunit RPT1FUNC-28597	6	0	4	0
proteasome regulatory particle base subunit RPT3FUNC-28598	2	0	3	0
proteasome regulatory particle base subunit RPT4FUNC-28599	2	0	6	0
proteasome regulatory particle base subunit RPT5FUNC-28600	11	6	5	0
proteasome regulatory particle base subunit RPT6FUNC-28601	2	0	1	0
proteasome regulatory particle lid subunit RPN11FUNC-28602	3	0	3	0
proteasome regulatory particle lid subunit RPN12FUNC-28603	24	0	10	0
proteasome regulatory particle lid subunit RPN13FUNC-28604	8	0	8	0
proteasome regulatory particle lid subunit RPN3FUNC-28605	143	23	57	0
proteasome regulatory particle lid subunit RPN5FUNC-28606	56	2	54	0
proteasome regulatory particle lid subunit RPN6FUNC-28607	12	0	21	0
proteasome regulatory particle lid subunit RPN7FUNC-28608	14	6	11	0
proteasome regulatory particle lid subunit RPN8FUNC-28609	18	5	10	0
proteasome regulatory particle lid subunit RPN9FUNC-28610	1	1	1	0
proteasome regulatory particle lid subunit SEM1FUNC-28611	2	1	4	0
proteasome regulatory particle subunitFUNC-28612	0	1	0	0
proteasome regulatory particle subunit RPN1FUNC-28613	0	0	1	0
proteasome regulatory particle subunit RPN8FUNC-28614	0	1	0	0
proteasome regulatory particle, non-ATPase-like proteinFUNC-28615	1	0	0	0
proteasome subunit alphaFUNC-28616	0	8	0	11
proteasome subunit alpha type-4FUNC-28617	2	1	0	0
proteasome subunit alpha type-5FUNC-28618	0	1	0	0
proteasome subunit alpha type-6FUNC-28619	2	0	0	0
proteasome subunit alpha type-7-like, partialFUNC-28620	2	0	0	0
proteasome subunit betaFUNC-28621	8	32	0	8
Proteasome subunit beta typeFUNC-28622	1	0	0	0
proteasome subunit beta type-1FUNC-28623	2	0	0	0
Proteasome subunit beta type-1FUNC-28624	0	0	1	0
proteasome subunit beta type-2-AFUNC-28625	2	0	0	0
proteasome subunit beta type-3FUNC-28626	0	0	1	0
proteasome subunit beta type-3, partialFUNC-28627	0	5	0	0
proteasome subunit beta type-4FUNC-28628	0	0	1	0
proteasome subunit beta type-5 precursorFUNC-28629	1	0	0	0
proteasome subunit beta type-6-likeFUNC-28630	2	0	0	0
Proteasome subunit beta type-7FUNC-28631	0	0	0	1
