	control.B3	control.B4	experimental.B10	experimental.B9
MULTISPECIES: amino acid ABC transporter permeaseFUNC-17743	0	2	12	2
MULTISPECIES: amino acid ABC transporter substrate-binding proteinFUNC-17744	0	1	36	5
MULTISPECIES: amino acid permeaseFUNC-17745	5	3	47	0
MULTISPECIES: amino acid transporterFUNC-17746	0	1	2	0
MULTISPECIES: amino acid transporter LysEFUNC-17747	0	0	1	0
MULTISPECIES: amino acid-FUNC-17748	0	0	1	0
MULTISPECIES: amino acid-binding proteinFUNC-17749	0	1	5	0
MULTISPECIES: amino-acid N-acetyltransferaseFUNC-17750	0	0	5	0
MULTISPECIES: amino-acid racemaseFUNC-17751	0	0	10	0
MULTISPECIES: aminoacetone oxidase family FAD-binding enzymeFUNC-17752	0	1	1	0
MULTISPECIES: aminoacyl-tRNA deacylaseFUNC-17753	0	0	1	0
MULTISPECIES: aminoacyl-tRNA hydrolaseFUNC-17754	0	0	8	0
MULTISPECIES: aminodeoxychorismate lyaseFUNC-17755	0	0	2	0
MULTISPECIES: aminodeoxychorismate synthase, component IFUNC-17756	0	0	1	0
MULTISPECIES: aminodeoxychorismate/anthranilate synthase component IFUNC-17757	0	0	1	0
MULTISPECIES: aminomethyltransferaseFUNC-17758	0	0	1	0
MULTISPECIES: aminopeptidaseFUNC-17759	2	0	14	0
MULTISPECIES: aminopeptidase NFUNC-17760	0	2	16	0
MULTISPECIES: aminotransferaseFUNC-17761	1	0	4	0
MULTISPECIES: aminotransferase class V-fold PLP-dependent enzymeFUNC-17762	1	0	3	0
MULTISPECIES: aminotransferase, partialFUNC-17763	0	0	1	0
MULTISPECIES: ammonia monooxygenaseFUNC-17764	0	9	8	1
MULTISPECIES: ammonium transporterFUNC-17765	0	6	7	4
MULTISPECIES: AMP nucleosidaseFUNC-17766	0	0	1	0
MULTISPECIES: AMP-binding acetyl-CoA synthetaseFUNC-17767	0	0	1	0
MULTISPECIES: AMP-binding proteinFUNC-17768	0	0	4	0
MULTISPECIES: AMP-dependent ligaseFUNC-17769	0	0	1	0
MULTISPECIES: AMP-dependent synthetaseFUNC-17770	0	0	1	0
MULTISPECIES: anaerobic glycerol-3-phosphate dehydrogenase subunit AFUNC-17771	0	1	32	0
MULTISPECIES: anaerobic glycerol-3-phosphate dehydrogenase subunit BFUNC-17772	0	1	20	0
MULTISPECIES: anaerobic glycerol-3-phosphate dehydrogenase subunit CFUNC-17773	0	0	18	0
MULTISPECIES: anaerobic ribonucleoside triphosphate reductaseFUNC-17774	0	0	16	0
MULTISPECIES: anchored repeat ABC transporter, substrate-binding proteinFUNC-17775	0	0	4	0
MULTISPECIES: anion permeaseFUNC-17776	0	1	5	0
MULTISPECIES: anthranilate phosphoribosyltransferaseFUNC-17777	0	0	1	0
MULTISPECIES: anthranilate synthase component IFUNC-17778	0	2	1	0
MULTISPECIES: anti-sigma factor antagonistFUNC-17779	0	0	5	0
MULTISPECIES: antibiotic biosynthesis monooxygenaseFUNC-17780	0	1	3	0
MULTISPECIES: antirestriction protein ArdCFUNC-17781	0	1	0	0
MULTISPECIES: antitoxinFUNC-17782	0	0	5	0
MULTISPECIES: antitoxin VapBFUNC-17783	0	0	7	0
MULTISPECIES: APC family permeaseFUNC-17784	2	1	8	0
MULTISPECIES: apolipoprotein N-acyltransferaseFUNC-17785	0	0	1	0
MULTISPECIES: aquaporinFUNC-17786	0	0	2	0
MULTISPECIES: aquaporin family proteinFUNC-17787	0	0	7	2
MULTISPECIES: arabinosyltransferaseFUNC-17788	0	0	1	0
MULTISPECIES: AraC family transcriptional regulatorFUNC-17789	2	6	33	2
MULTISPECIES: Arc family DNA-binding proteinFUNC-17790	0	2	4	0
MULTISPECIES: arginine decarboxylaseFUNC-17791	0	1	4	0
MULTISPECIES: arginine deiminaseFUNC-17792	0	4	36	1
MULTISPECIES: arginine repressorFUNC-17793	1	0	0	0
MULTISPECIES: arginine--tRNA ligaseFUNC-17794	0	1	13	2
MULTISPECIES: arginine-ornithine antiporterFUNC-17795	0	2	5	1
MULTISPECIES: arginine/ornithine ABC transporter permease AotQFUNC-17796	0	0	2	0
MULTISPECIES: argininosuccinate lyaseFUNC-17797	0	0	3	0
MULTISPECIES: argininosuccinate synthaseFUNC-17798	0	0	5	0
MULTISPECIES: arginyltransferaseFUNC-17799	0	0	0	1
MULTISPECIES: ArgR family transcriptional regulatorFUNC-17800	0	0	7	0
MULTISPECIES: aromatic acid decarboxylaseFUNC-17801	0	0	2	0
MULTISPECIES: aromatic acid/H+ symport family MFS transporterFUNC-17802	0	0	1	0
MULTISPECIES: aromatic hydrocarbon degradation proteinFUNC-17803	0	0	1	0
MULTISPECIES: aromatic ring-hydroxylating dioxygenase subunit alphaFUNC-17804	0	5	6	0
MULTISPECIES: arsenate reductaseFUNC-17805	0	0	1	0
MULTISPECIES: arsenical-resistance proteinFUNC-17806	0	0	2	0
MULTISPECIES: ArsR family transcriptional regulatorFUNC-17807	0	0	5	0
MULTISPECIES: aryl-sulfate sulfotransferaseFUNC-17808	2	1	1	0
MULTISPECIES: arylamine N-acetyltransferaseFUNC-17809	0	1	0	0
MULTISPECIES: AsmA family proteinFUNC-17810	0	0	2	0
MULTISPECIES: AsnC family proteinFUNC-17811	0	0	1	0
MULTISPECIES: AsnC family transcriptional regulatorFUNC-17812	0	0	2	0
MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit AFUNC-17813	0	0	11	0
MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit BFUNC-17814	0	1	8	0
MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit CFUNC-17815	1	1	3	0
MULTISPECIES: Asp/Glu/hydantoin racemaseFUNC-17816	0	0	1	0
MULTISPECIES: Asp23/Gls24 family envelope stress response proteinFUNC-17817	2	0	2	0
MULTISPECIES: Asp23/Gls24 family proteinFUNC-17818	0	0	13	0
MULTISPECIES: asparaginaseFUNC-17819	1	0	9	0
MULTISPECIES: asparagine synthetase AFUNC-17820	0	0	2	0
MULTISPECIES: aspartate aminotransferaseFUNC-17821	0	0	1	0
MULTISPECIES: aspartate aminotransferase family proteinFUNC-17822	0	0	20	2
MULTISPECIES: aspartate ammonia-lyaseFUNC-17823	0	0	10	0
MULTISPECIES: aspartate carbamoyltransferaseFUNC-17824	3	0	6	0
MULTISPECIES: aspartate kinaseFUNC-17825	1	0	5	0
MULTISPECIES: aspartate--tRNA ligaseFUNC-17826	0	2	17	3
MULTISPECIES: aspartate-semialdehyde dehydrogenaseFUNC-17827	0	1	12	1
MULTISPECIES: aspartate/tyrosine/aromatic aminotransferaseFUNC-17828	0	0	6	0
MULTISPECIES: aspartyl beta-hydroxylaseFUNC-17829	0	1	0	0
MULTISPECIES: assimilatory sulfite reductase (NADPH) hemoprotein subunitFUNC-17830	0	0	1	0
MULTISPECIES: ATP phosphoribosyltransferaseFUNC-17831	0	1	4	0
MULTISPECIES: ATP phosphoribosyltransferase regulatory subunitFUNC-17832	0	0	6	0
MULTISPECIES: ATP synthaseFUNC-17833	0	0	1	0
MULTISPECIES: ATP synthase (subunit b, component F0)FUNC-17834	0	0	1	0
MULTISPECIES: ATP synthase epsilon chainFUNC-17835	0	0	4	0
MULTISPECIES: ATP synthase F0 subunit AFUNC-17836	0	1	0	0
MULTISPECIES: ATP synthase F0F1 subunit IFUNC-17837	0	0	1	0
MULTISPECIES: ATP synthase F1 subunit epsilonFUNC-17838	0	0	2	0
MULTISPECIES: ATP synthase subunitFUNC-17839	0	0	1	0
MULTISPECIES: ATP synthase subunit alphaFUNC-17840	0	4	12	2
MULTISPECIES: ATP synthase subunit BFUNC-17841	0	0	6	0
MULTISPECIES: ATP synthase subunit betaFUNC-17842	3	1	7	0
MULTISPECIES: ATP synthase subunit CFUNC-17843	0	0	11	1
MULTISPECIES: ATP synthase subunit deltaFUNC-17844	0	1	25	0
MULTISPECIES: ATP synthase subunit gammaFUNC-17845	0	0	4	0
MULTISPECIES: ATP--guanido phosphotransferaseFUNC-17846	0	0	1	0
MULTISPECIES: ATP-binding proteinFUNC-17847	3	1	6	1
MULTISPECIES: ATP-dependent chaperone ClpBFUNC-17848	0	1	17	2
MULTISPECIES: ATP-dependent Clp protease adapter ClpSFUNC-17849	0	0	2	0
MULTISPECIES: ATP-dependent Clp protease adaptor ClpSFUNC-17850	0	1	1	0
MULTISPECIES: ATP-dependent Clp protease ATP-binding subunitFUNC-17851	0	1	24	0
MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpAFUNC-17852	0	3	10	2
MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpXFUNC-17853	0	2	26	0
MULTISPECIES: ATP-dependent Clp protease proteolytic subunitFUNC-17854	0	0	21	1
MULTISPECIES: ATP-dependent DNA helicaseFUNC-17855	1	2	18	0
MULTISPECIES: ATP-dependent DNA helicase DinGFUNC-17856	0	0	0	1
MULTISPECIES: ATP-dependent DNA helicase RecGFUNC-17857	1	0	3	0
MULTISPECIES: ATP-dependent DNA helicase RecQFUNC-17858	0	1	7	0
MULTISPECIES: ATP-dependent DNA helicase UvrD2FUNC-17859	2	1	14	0
MULTISPECIES: ATP-dependent endonucleaseFUNC-17860	0	0	5	0
MULTISPECIES: ATP-dependent helicaseFUNC-17861	0	2	35	0
MULTISPECIES: ATP-dependent helicase, partialFUNC-17862	0	0	10	0
MULTISPECIES: ATP-dependent metalloproteaseFUNC-17863	0	4	20	2
MULTISPECIES: ATP-dependent proteaseFUNC-17864	0	1	1	2
MULTISPECIES: ATP-dependent protease subunit HslVFUNC-17865	0	0	4	0
MULTISPECIES: ATP-dependent protease, partialFUNC-17866	0	0	5	1
MULTISPECIES: ATP-dependent RNA helicaseFUNC-17867	0	0	26	0
MULTISPECIES: ATP-dependent RNA helicase DbpAFUNC-17868	0	2	0	0
MULTISPECIES: ATP-dependent RNA helicase RhlBFUNC-17869	0	0	4	0
MULTISPECIES: ATP-NAD kinaseFUNC-17870	0	0	1	0
MULTISPECIES: ATPaseFUNC-17871	0	6	19	2
MULTISPECIES: ATPase AAAFUNC-17872	0	0	7	0
MULTISPECIES: AURKAIP1/COX24 domain-containing proteinFUNC-17873	0	0	2	0
MULTISPECIES: autotransporter outer membrane beta-barrel domain-containing proteinFUNC-17874	0	0	1	0
MULTISPECIES: azoreductaseFUNC-17875	0	0	1	0
MULTISPECIES: azurinFUNC-17876	0	1	2	0
MULTISPECIES: B12-binding domain-containing radical SAM proteinFUNC-17877	0	1	0	1
MULTISPECIES: bacterioferritinFUNC-17878	1	2	17	1
MULTISPECIES: basic amino acid ABC transporter substrate-binding proteinFUNC-17879	0	0	1	0
MULTISPECIES: BAX inhibitor (BI)-1/YccA family proteinFUNC-17880	1	0	0	0
MULTISPECIES: BAX inhibitor proteinFUNC-17881	0	0	1	0
MULTISPECIES: BCCT family transporterFUNC-17882	0	0	9	2
MULTISPECIES: benzaldehyde dehydrogenaseFUNC-17883	0	0	4	0
MULTISPECIES: benzoate 1,2-dioxygenase large subunitFUNC-17884	0	0	2	0
MULTISPECIES: beta-(1-3)-glucosyl transferaseFUNC-17885	0	0	1	0
MULTISPECIES: beta-glucanaseFUNC-17886	0	0	3	0
MULTISPECIES: beta-glucosidaseFUNC-17887	0	0	1	0
MULTISPECIES: beta-hexosaminidaseFUNC-17888	0	0	1	0
MULTISPECIES: beta-hydroxyacyl-ACP dehydrataseFUNC-17889	0	1	11	0
MULTISPECIES: beta-hydroxydecanoyl-ACP dehydrataseFUNC-17890	0	0	15	0
MULTISPECIES: beta-ketoacylFUNC-17891	0	0	26	1
MULTISPECIES: beta-ketoacyl synthaseFUNC-17892	0	0	4	0
MULTISPECIES: beta-ketoacyl-ACP reductaseFUNC-17893	1	0	38	5
MULTISPECIES: beta-ketoacyl-ACP synthase IIFUNC-17894	0	0	1	0
MULTISPECIES: beta-mannosidaseFUNC-17895	0	2	1	0
MULTISPECIES: beta-phosphoglucomutaseFUNC-17896	0	0	1	0
MULTISPECIES: beta-phosphoglucomutase family hydrolaseFUNC-17897	0	4	14	0
MULTISPECIES: betaine-aldehyde dehydrogenaseFUNC-17898	0	0	0	1
MULTISPECIES: bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolaseFUNC-17899	0	0	6	0
MULTISPECIES: bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunitFUNC-17900	0	0	1	0
MULTISPECIES: bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase IIFUNC-17901	0	0	4	0
MULTISPECIES: bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase IIFUNC-17902	0	0	3	0
MULTISPECIES: bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolaseFUNC-17903	1	0	2	2
MULTISPECIES: bifunctional aconitate hydratase 2/2-methylisocitrate dehydrataseFUNC-17904	0	0	6	1
MULTISPECIES: bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimeraseFUNC-17905	0	1	0	0
MULTISPECIES: bifunctional biotin-FUNC-17906	0	0	2	0
MULTISPECIES: bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylaseFUNC-17907	0	0	2	0
MULTISPECIES: bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, partialFUNC-17908	0	0	3	0
MULTISPECIES: bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductaseFUNC-17909	1	0	1	0
MULTISPECIES: bifunctional diguanylate cyclase/phosphodiesteraseFUNC-17910	0	0	9	2
MULTISPECIES: bifunctional folylpolyglutamate synthase/dihydrofolate synthaseFUNC-17911	0	0	1	0
MULTISPECIES: bifunctional glutamine synthetase adenylyltransferase/deadenyltransferaseFUNC-17912	0	0	1	0
MULTISPECIES: bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferaseFUNC-17913	0	0	2	0
MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis(diphosphate) 3'-diphosphataseFUNC-17914	0	0	3	0
MULTISPECIES: bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferaseFUNC-17915	0	0	1	0
MULTISPECIES: bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinaseFUNC-17916	0	0	1	0
MULTISPECIES: bifunctional metallophosphatase/5'-nucleotidaseFUNC-17917	0	0	9	0
MULTISPECIES: bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolaseFUNC-17918	0	0	1	0
MULTISPECIES: bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferaseFUNC-17919	1	0	1	0
MULTISPECIES: bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylaseFUNC-17920	0	0	2	0
MULTISPECIES: bifunctional oligoribonuclease/PAP phosphatase NrnAFUNC-17921	0	0	1	0
MULTISPECIES: bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBCFUNC-17922	0	0	13	0
MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolaseFUNC-17923	0	0	3	0
MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolaseFUNC-17924	0	0	5	0
MULTISPECIES: bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferaseFUNC-17925	1	0	1	0
MULTISPECIES: bifunctional riboflavin kinase/FMN adenylyltransferaseFUNC-17926	0	0	17	0
MULTISPECIES: bifunctional RNase H/acid phosphataseFUNC-17927	0	0	1	0
MULTISPECIES: bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinaseFUNC-17928	0	0	0	1
MULTISPECIES: bifunctional tetrahydrofolate synthase/dihydrofolate synthaseFUNC-17929	0	0	2	1
MULTISPECIES: bifunctional UDP-glucuronic acid oxidase/UDP-4-amino-4-deoxy-L-arabinose formyltransferaseFUNC-17930	0	1	0	0
MULTISPECIES: bifunctional uridylyltransferase/uridylyl-removing proteinFUNC-17931	0	0	2	1
MULTISPECIES: bifunctional uroporphyrinogen-III C-methyltransferase/uroporphyrinogen-III synthaseFUNC-17932	0	0	3	0
MULTISPECIES: bile acid:sodium symporterFUNC-17933	0	0	2	0
MULTISPECIES: biliverdin-producing heme oxygenaseFUNC-17934	0	0	1	0
MULTISPECIES: biopolymer transporter ExbBFUNC-17935	0	0	1	0
MULTISPECIES: biopolymer transporter ExbDFUNC-17936	0	2	5	2
MULTISPECIES: biotin carboxylaseFUNC-17937	0	0	1	0
MULTISPECIES: biotin synthase BioBFUNC-17938	2	0	11	0
MULTISPECIES: biotin transporter BioYFUNC-17939	0	0	7	0
MULTISPECIES: biotin-FUNC-17940	2	1	6	0
MULTISPECIES: bis(5'-nucleosyl)-tetraphosphatase (symmetrical)FUNC-17941	0	0	1	0
MULTISPECIES: BMC domain-containing proteinFUNC-17942	0	2	0	0
MULTISPECIES: BMP family ABC transporter substrate-binding proteinFUNC-17943	0	0	5	0
MULTISPECIES: BolA family transcriptional regulatorFUNC-17944	0	1	4	0
MULTISPECIES: BON domain-containing proteinFUNC-17945	0	0	8	2
MULTISPECIES: branched chain amino acid ABC transporter substrate-binding proteinFUNC-17946	0	1	22	3
MULTISPECIES: branched chain amino acid aminotransferaseFUNC-17947	0	0	9	0
MULTISPECIES: branched-chain alpha-keto acid dehydrogenase subunit E2FUNC-17948	0	0	1	0
MULTISPECIES: branched-chain amino acid ABC transporterFUNC-17949	0	0	1	0
MULTISPECIES: branched-chain amino acid ABC transporter permeaseFUNC-17950	1	2	11	0
MULTISPECIES: branched-chain amino acid ABC transporter substrate-binding proteinFUNC-17951	0	1	23	2
MULTISPECIES: branched-chain amino acid aminotransferaseFUNC-17952	0	0	3	0
MULTISPECIES: branched-chain amino acid transport system II carrier proteinFUNC-17953	0	1	1	0
MULTISPECIES: branched-chain amino acid transporterFUNC-17954	0	0	5	0
MULTISPECIES: BrnT family toxinFUNC-17955	0	0	1	1
MULTISPECIES: c-type cytochrome biogenesis protein CcmFFUNC-17956	0	1	1	0
MULTISPECIES: c-type cytochrome biogenesis protein CcsBFUNC-17957	0	0	1	0
MULTISPECIES: C4-dicarboxylate ABC transporterFUNC-17958	0	0	12	0
MULTISPECIES: C4-dicarboxylate ABC transporter substrate-binding proteinFUNC-17959	0	0	13	0
MULTISPECIES: C4-dicarboxylate transporter DctAFUNC-17960	0	1	0	0
MULTISPECIES: C50 carotenoid epsilon cyclaseFUNC-17961	0	0	0	1
MULTISPECIES: CAAX protease family proteinFUNC-17962	0	0	3	0
MULTISPECIES: CadC family transcriptional regulatorFUNC-17963	0	0	1	0
MULTISPECIES: cadmium-translocating P-type ATPaseFUNC-17964	0	1	0	0
MULTISPECIES: calcium channel proteinFUNC-17965	0	1	2	0
MULTISPECIES: calcium transporter ChaCFUNC-17966	0	0	1	0
MULTISPECIES: calcium:proton antiporterFUNC-17967	0	0	1	0
MULTISPECIES: cAMP-binding proteinFUNC-17968	0	0	2	0
MULTISPECIES: camphor resistance protein CrcBFUNC-17969	0	0	1	0
MULTISPECIES: capsid assembly proteinFUNC-17970	0	0	1	0
MULTISPECIES: capsular biosynthesis proteinFUNC-17971	0	0	1	0
MULTISPECIES: capsule biosynthesis proteinFUNC-17972	1	0	0	0
MULTISPECIES: carbamate kinaseFUNC-17973	0	0	3	0
MULTISPECIES: carbamate kinase 2FUNC-17974	0	0	1	0
MULTISPECIES: carbamoyl phosphate synthase large subunitFUNC-17975	0	0	9	4
MULTISPECIES: carbamoyl phosphate synthase small subunitFUNC-17976	2	0	2	0
MULTISPECIES: carbamoyl-phosphate synthase small subunitFUNC-17977	3	0	2	0
MULTISPECIES: carbamoyltransferaseFUNC-17978	0	0	10	0
MULTISPECIES: carbohydrate ABC transporter permeaseFUNC-17979	1	3	79	4
MULTISPECIES: carbohydrate ABC transporter substrate-binding proteinFUNC-17980	0	0	14	0
MULTISPECIES: carbohydrate kinaseFUNC-17981	0	0	1	0
MULTISPECIES: carbohydrate kinase family proteinFUNC-17982	1	0	18	0
MULTISPECIES: carbohydrate porinFUNC-17983	0	0	1	0
MULTISPECIES: carbohydrate-binding proteinFUNC-17984	0	0	2	0
MULTISPECIES: carbon starvation protein AFUNC-17985	0	1	7	1
MULTISPECIES: carbon starvation protein CstAFUNC-17986	1	0	0	0
MULTISPECIES: carbon storage regulatorFUNC-17987	0	0	1	1
MULTISPECIES: carbon-nitrogen hydrolaseFUNC-17988	0	1	1	0
MULTISPECIES: carbonic anhydraseFUNC-17989	0	3	13	0
MULTISPECIES: carboxylate transporterFUNC-17990	0	1	0	0
MULTISPECIES: carboxylate--amine ligaseFUNC-17991	0	0	1	0
MULTISPECIES: carboxylesteraseFUNC-17992	0	0	2	0
MULTISPECIES: carboxymethylenebutenolidaseFUNC-17993	0	0	4	0
MULTISPECIES: carboxymuconolactone decarboxylase family proteinFUNC-17994	0	0	4	0
MULTISPECIES: carboxypeptidaseFUNC-17995	1	0	0	0
MULTISPECIES: CarD family transcriptional regulatorFUNC-17996	0	0	3	0
MULTISPECIES: cardiolipin synthaseFUNC-17997	0	0	2	0
MULTISPECIES: cardiolipin synthase BFUNC-17998	0	0	1	0
MULTISPECIES: catalaseFUNC-17999	0	1	3	0
MULTISPECIES: catalase-peroxidaseFUNC-18000	0	0	2	0
MULTISPECIES: catechol 2,3-dioxygenaseFUNC-18001	0	0	2	0
MULTISPECIES: cation acetate symporterFUNC-18002	2	1	3	1
MULTISPECIES: cation diffusion facilitator transporterFUNC-18003	0	0	1	0
MULTISPECIES: cation transporterFUNC-18004	0	3	22	1
MULTISPECIES: cation:proton antiporterFUNC-18005	1	0	1	0
MULTISPECIES: cbb3-type cytochrome c oxidase subunit IIFUNC-18006	0	0	4	0
MULTISPECIES: CCA tRNA nucleotidyltransferaseFUNC-18007	1	2	8	0
MULTISPECIES: CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperoneFUNC-18008	0	0	5	0
MULTISPECIES: Cd(II)/Pb(II)-responsive transcriptional regulatorFUNC-18009	0	1	1	0
MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferaseFUNC-18010	0	0	17	0
MULTISPECIES: CDP-diacylglycerol--serine O-phosphatidyltransferaseFUNC-18011	1	0	1	0
MULTISPECIES: CDP-glycerol--UDP-pyrophosphoryl-N-acetylglucosaminyl-N-acetylmannosamine glycerophosphotransferaseFUNC-18012	0	1	0	0
MULTISPECIES: cell division ATP-binding protein FtsEFUNC-18013	0	0	4	0
MULTISPECIES: cell division proteinFUNC-18014	0	0	6	0
MULTISPECIES: cell division protein DedDFUNC-18015	0	1	8	0
MULTISPECIES: cell division protein DivIVAFUNC-18016	0	0	3	0
MULTISPECIES: cell division protein FtsAFUNC-18017	0	0	5	0
MULTISPECIES: cell division protein FtsBFUNC-18018	0	0	4	0
MULTISPECIES: cell division protein FtsHFUNC-18019	0	0	5	0
MULTISPECIES: cell division protein FtsIFUNC-18020	0	0	3	0
MULTISPECIES: cell division protein FtsKFUNC-18021	0	0	1	0
MULTISPECIES: cell division protein FtsLFUNC-18022	0	0	8	0
MULTISPECIES: cell division protein FtsQFUNC-18023	0	0	7	1
MULTISPECIES: cell division protein FtsXFUNC-18024	0	0	1	0
MULTISPECIES: cell division protein FtsZFUNC-18025	0	3	19	1
MULTISPECIES: cell division protein SepFFUNC-18026	0	0	3	0
MULTISPECIES: cell division protein YceGFUNC-18027	0	0	2	0
MULTISPECIES: cell division protein ZapAFUNC-18028	0	0	2	0
MULTISPECIES: cell division protein ZapEFUNC-18029	1	0	3	1
MULTISPECIES: cell division protein ZipAFUNC-18030	0	0	1	0
MULTISPECIES: cell division topological specificity factorFUNC-18031	0	0	0	1
MULTISPECIES: cell division topological specificity factor MinEFUNC-18032	0	0	2	0
MULTISPECIES: cell division/cell wall cluster transcriptional repressor MraZFUNC-18033	0	0	2	0
MULTISPECIES: cell envelope biogenesis protein OmpAFUNC-18034	0	0	1	1
MULTISPECIES: cell envelope biogenesis protein TonBFUNC-18035	0	0	1	0
MULTISPECIES: CHAD domain-containing proteinFUNC-18036	0	0	3	0
MULTISPECIES: chain-length determining proteinFUNC-18037	0	0	1	1
MULTISPECIES: channel protein TolCFUNC-18038	0	2	9	5
MULTISPECIES: CHAP domain-containing proteinFUNC-18039	0	0	2	0
MULTISPECIES: chaperone modulatory protein CbpMFUNC-18040	0	0	1	0
MULTISPECIES: chemotaxis proteinFUNC-18041	0	1	9	2
MULTISPECIES: chemotaxis protein CheAFUNC-18042	0	1	2	0
MULTISPECIES: chemotaxis protein CheBFUNC-18043	0	0	3	0
MULTISPECIES: chemotaxis protein CheRFUNC-18044	0	1	4	1
MULTISPECIES: chemotaxis protein CheVFUNC-18045	0	1	7	0
MULTISPECIES: chemotaxis protein CheWFUNC-18046	1	4	19	1
MULTISPECIES: chemotaxis protein CheYFUNC-18047	0	0	2	0
MULTISPECIES: chemotaxis response regulator protein-glutamate methylesteraseFUNC-18048	0	1	3	2
MULTISPECIES: chloride channel proteinFUNC-18049	1	2	2	0
MULTISPECIES: chlorite dismutaseFUNC-18050	0	0	1	0
MULTISPECIES: choline ABC transporter ATP-binding proteinFUNC-18051	0	0	3	1
MULTISPECIES: choline ABC transporter permeaseFUNC-18052	0	0	4	0
MULTISPECIES: choline ABC transporter permease subunitFUNC-18053	0	0	4	0
MULTISPECIES: choline ABC transporter substrate-binding proteinFUNC-18054	0	2	8	0
MULTISPECIES: choline dehydrogenaseFUNC-18055	0	0	1	0
MULTISPECIES: choline-binding protein CFUNC-18056	0	0	1	0
MULTISPECIES: chorismate lyaseFUNC-18057	0	0	1	0
MULTISPECIES: chorismate mutaseFUNC-18058	0	1	13	1
MULTISPECIES: chorismate synthaseFUNC-18059	0	0	9	0
MULTISPECIES: chromate resistance proteinFUNC-18060	0	1	6	0
MULTISPECIES: chromate transporterFUNC-18061	0	0	5	0
MULTISPECIES: chromosomal replication initiation protein DnaAFUNC-18062	0	0	6	0
MULTISPECIES: chromosomal replication initiator protein DnaAFUNC-18063	0	0	2	0
MULTISPECIES: chromosome condensation protein CrcBFUNC-18064	1	0	6	0
MULTISPECIES: chromosome partitioning protein ParAFUNC-18065	0	0	2	0
MULTISPECIES: chromosome partitioning protein ParBFUNC-18066	0	0	10	0
MULTISPECIES: chromosome replication protein DnaDFUNC-18067	0	1	0	0
MULTISPECIES: chromosome segregation protein SMCFUNC-18068	1	1	3	0
MULTISPECIES: CinA family proteinFUNC-18069	0	3	10	0
MULTISPECIES: CinA family protein, partialFUNC-18070	0	0	3	0
MULTISPECIES: citrate (Si)-synthaseFUNC-18071	0	1	64	1
MULTISPECIES: citrate transporterFUNC-18072	0	0	4	1
MULTISPECIES: citrate:succinate antiporterFUNC-18073	0	0	1	0
MULTISPECIES: class A beta-lactamaseFUNC-18074	0	0	0	1
MULTISPECIES: class A sortase SrtAFUNC-18075	0	0	1	0
MULTISPECIES: class F sortaseFUNC-18076	0	0	2	0
MULTISPECIES: class I fructose-bisphosphate aldolaseFUNC-18077	0	0	1	0
MULTISPECIES: class I poly(R)-hydroxyalkanoic acid synthaseFUNC-18078	0	1	11	2
MULTISPECIES: class I SAM-dependent DNA methyltransferaseFUNC-18079	0	0	1	0
MULTISPECIES: class I SAM-dependent methyltransferaseFUNC-18080	0	0	4	0
MULTISPECIES: class I SAM-dependent RNA methyltransferaseFUNC-18081	0	0	4	0
