	control.B3	control.B4	experimental.B10	experimental.B9
3-methylcrotonyl-CoA carboxylase subunit alphaFUNC-368	0	0	3	0
3-octaprenyl-4-hydroxybenzoate carboxy-lyaseFUNC-369	0	0	5	0
3-octaprenyl-4-hydroxybenzoate carboxy-lyase, partialFUNC-370	0	0	1	0
3-octaprenyl-4-hydroxybenzoate decarboxylaseFUNC-371	0	0	3	0
3-oxoacid CoA-transferaseFUNC-372	0	1	2	0
3-oxoacylFUNC-373	0	5	11	1
3-oxoacyl-(acyl-carrier-protein) reductaseFUNC-374	0	1	0	0
3-oxoacyl-ACP reductaseFUNC-375	1	2	23	0
3-oxoacyl-ACP synthaseFUNC-376	0	3	16	3
3-oxoacyl-ACP synthase I, partialFUNC-377	0	0	3	1
3-oxoacyl-ACP synthase, partialFUNC-378	0	0	7	0
3-oxoadipate enol-lactonaseFUNC-379	0	0	2	0
3-oxoadipate--succinyl-CoA transferase subunit AFUNC-380	0	0	1	0
3-oxoadipate--succinyl-CoA transferase subunit BFUNC-381	0	0	2	0
3-oxoadipyl-CoA thiolaseFUNC-382	0	1	1	0
3-phosphoglycerate dehydrogenaseFUNC-383	2	0	2	0
3-phosphoserine/phosphohydroxythreonine aminotransferaseFUNC-384	0	0	8	0
3-phosphoshikimate 1-carboxyvinyltransferaseFUNC-385	0	0	17	1
3-phosphoshikimate 1-carboxyvinyltransferase, partialFUNC-386	0	0	1	0
3-phytaseFUNC-387	0	0	1	0
3-phytase A-likeFUNC-388	0	1	0	0
3-polyprenyl-4-hydroxybenzoate decarboxylaseFUNC-389	0	0	3	0
3,4-dihydroxy-2-butanone 4-phosphate synthaseFUNC-390	0	0	0	1
3,4-dihydroxy-2-butanone kinaseFUNC-391	0	0	1	0
3,4-dihydroxy-2-butanone-4-phosphate synthaseFUNC-392	0	1	3	0
3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3FUNC-393	0	52	154	27
3,4-dihydroxy-2-butanone-4-phosphate synthase, partialFUNC-394	0	0	4	0
3,4-dioxygenase subunit betaFUNC-395	0	0	1	0
3'-5' DNA helicaseFUNC-396	0	11	32	8
3'-5' exonucleaseFUNC-397	0	1	10	1
3'-5' exonuclease domain-containing proteinFUNC-398	0	0	1	0
3'-5' exonuclease, partialFUNC-399	0	0	10	0
3'-5' exoribonuclease YhaMFUNC-400	0	0	1	0
3'-5' poly(A) RNA exonucleaseFUNC-401	0	10	27	11
3'-5'-exodeoxyribonucleaseFUNC-402	0	6	13	5
3'-kinaseFUNC-403	0	0	3	0
3',5'-cyclic-AMP phosphodiesteraseFUNC-404	0	1	5	0
3',5'-cyclic-nucleotide phosphodiesterase PDE1FUNC-405	0	25	71	22
3',5'-cyclic-nucleotide phosphodiesterase PDE2FUNC-406	0	13	19	11
3'(2'),5'-bisphosphate nucleotidaseFUNC-407	0	8	20	8
3'(2'),5'-bisphosphate nucleotidase CysQFUNC-408	0	2	8	0
30 kDa heat shock proteinFUNC-409	0	1	0	0
30S ribosomal protein S1FUNC-410	0	7	124	5
30S ribosomal protein S1, partialFUNC-411	0	12	173	6
30S ribosomal protein S10FUNC-412	0	2	14	1
30S ribosomal protein S10, partialFUNC-413	0	2	9	0
30S ribosomal protein S10eFUNC-414	0	0	2	0
30S ribosomal protein S11FUNC-415	0	1	16	0
30S ribosomal protein S11, partialFUNC-416	1	6	57	4
30S ribosomal protein S12FUNC-417	0	0	10	1
30S ribosomal protein S12 methylthiotransferase RimOFUNC-418	0	0	7	1
30S ribosomal protein S12 methylthiotransferase RimO, partialFUNC-419	0	1	3	0
30S ribosomal protein S12, partialFUNC-420	0	2	16	1
30S ribosomal protein S13FUNC-421	1	0	27	0
30S ribosomal protein S13, partialFUNC-422	0	0	5	0
30S ribosomal protein S13p/S18e, partialFUNC-423	0	4	6	3
30S ribosomal protein S14FUNC-424	0	1	6	0
30S ribosomal protein S14, partialFUNC-425	0	0	3	0
30S ribosomal protein S15FUNC-426	0	0	15	2
30S ribosomal protein S15, partialFUNC-427	0	0	1	0
30S ribosomal protein S16FUNC-428	0	0	8	1
30S ribosomal protein S16, partialFUNC-429	0	0	1	0
30S ribosomal protein S17FUNC-430	0	2	8	1
30S ribosomal protein S18FUNC-431	0	1	0	0
30S ribosomal protein S19FUNC-432	1	0	2	0
30S ribosomal protein S19, partialFUNC-433	1	1	0	0
30S ribosomal protein S2FUNC-434	1	3	38	2
30S ribosomal protein S2, partialFUNC-435	0	1	40	0
30S ribosomal protein S20FUNC-436	0	0	1	0
30S ribosomal protein S21FUNC-437	0	0	8	1
30S ribosomal protein S3FUNC-438	0	2	29	0
30S ribosomal protein S3, partialFUNC-439	0	8	64	3
30S ribosomal protein S4FUNC-440	0	6	80	2
30S ribosomal protein S4, partialFUNC-441	0	1	26	1
30S ribosomal protein S5FUNC-442	4	5	85	8
30S ribosomal protein S5, partialFUNC-443	0	0	25	1
30S ribosomal protein S6FUNC-444	1	2	21	1
30S ribosomal protein S6--L-glutamate ligaseFUNC-445	0	1	4	1
30S ribosomal protein S6, partialFUNC-446	0	5	20	0
30S ribosomal protein S7FUNC-447	1	3	17	0
30S ribosomal protein S7, partialFUNC-448	0	1	16	3
30S ribosomal protein S8FUNC-449	0	3	59	5
30S ribosomal protein S8, partialFUNC-450	0	2	14	0
30S ribosomal protein S8eFUNC-451	0	0	1	0
30S ribosomal protein S9FUNC-452	0	0	2	3
30S ribosomal protein S9, partialFUNC-453	0	1	6	0
30S ribosomal S17P proteinFUNC-454	0	0	0	1
37s ribosomal proteinFUNC-455	0	0	2	0
37S ribosomal protein S25, mitochondrial-likeFUNC-456	0	0	1	0
37S ribosomal protein S4-like, mitochondrialFUNC-457	0	0	0	1
37S ribosomal protein S5, mitochondrial-likeFUNC-458	0	0	1	0
39S ribosomal protein L47, mitochondrialFUNC-459	0	0	0	1
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)FUNC-460	0	0	12	0
3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing), partialFUNC-461	0	0	26	0
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinaseFUNC-462	0	2	33	0
4-alpha-glucanotransferaseFUNC-463	1	4	58	1
4-alpha-glucanotransferase, partialFUNC-464	0	1	3	0
4-amino-4-deoxychorismate lyaseFUNC-465	1	3	7	0
4-amino-4-deoxychorismate lyase, partialFUNC-466	0	0	3	0
4-amino-4-deoxychorismate synthaseFUNC-467	0	23	39	6
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthaseFUNC-468	0	11	25	1
4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase-likeFUNC-469	0	2	1	0
4-aminobutyrate aminotransferaseFUNC-470	0	0	3	1
4-aminobutyrate transaminaseFUNC-471	0	47	86	11
4-aminobutyrate--2-oxoglutarate transaminaseFUNC-472	0	0	1	0
4-carboxymuconolactone decarboxylaseFUNC-473	0	1	4	1
4-diphosphocytidyl-2C-methyl-D-erythritol kinaseFUNC-474	0	0	1	0
4-hydroxy-2-oxo-heptane-1,7-dioate aldolaseFUNC-475	1	0	0	0
4-hydroxy-2-oxovalerate aldolaseFUNC-476	0	0	2	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthaseFUNC-477	3	3	16	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic-likeFUNC-478	0	1	0	0
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, partialFUNC-479	0	0	1	0
4-hydroxy-3-methylbut-2-enyl diphosphate reductaseFUNC-480	0	4	15	4
4-hydroxy-3-methylbut-2-enyl diphosphate reductase, partialFUNC-481	0	2	12	0
4-hydroxy-tetrahydrodipicolinate reductaseFUNC-482	0	2	43	0
4-hydroxy-tetrahydrodipicolinate reductase, partialFUNC-483	0	0	10	0
4-hydroxy-tetrahydrodipicolinate synthaseFUNC-484	0	0	12	1
4-hydroxy-tetrahydrodipicolinate synthase, partialFUNC-485	0	0	6	0
4-hydroxyacetophenone monooxygenaseFUNC-486	0	1	6	0
4-hydroxybenzoate 3-monooxygenaseFUNC-487	0	1	3	0
4-hydroxybenzoate decarboxylaseFUNC-488	0	0	2	0
4-hydroxybenzoate octaprenyltransferaseFUNC-489	0	15	27	6
4-hydroxybenzoate polyprenyltransferaseFUNC-490	0	1	5	0
4-hydroxybenzoyl-CoA thioesteraseFUNC-491	0	0	11	1
4-hydroxyphenylpyruvate dioxygenaseFUNC-492	0	0	3	1
4-hydroxysphinganine ceramide fatty acyl 2-hydroxylaseFUNC-493	1	0	0	0
4-hydroxythreonine-4-phosphate dehydrogenaseFUNC-494	0	0	2	0
4-hydroxythreonine-4-phosphate dehydrogenase PdxAFUNC-495	0	0	5	0
4-nitrophenylphosphataseFUNC-496	0	70	92	16
4-phosphoerythronate dehydrogenaseFUNC-497	0	3	4	0
4-phosphopantetheinyl transferaseFUNC-498	0	0	3	0
4,4'-diaponeurosporenoate glycosyltransferase, partialFUNC-499	0	0	1	0
4,5-DOPA dioxygenase extradiolFUNC-500	0	2	2	0
4'-phosphopantetheinyl transferaseFUNC-501	3	1	8	0
40S ribosomal protein s0FUNC-502	0	0	0	2
40S ribosomal protein S0FUNC-503	0	58	121	28
40s ribosomal protein s1FUNC-504	0	0	1	0
40S ribosomal protein S1FUNC-505	0	13	14	14
40S ribosomal protein S10FUNC-506	0	0	2	0
40S ribosomal protein S10 TPHA_0G01280FUNC-507	0	0	1	1
40S ribosomal protein S10-A-likeFUNC-508	0	0	2	0
40S ribosomal protein S11FUNC-509	0	0	3	1
40S ribosomal protein S12FUNC-510	0	6	11	1
40S ribosomal protein S12-likeFUNC-511	0	0	1	1
40S ribosomal protein S13FUNC-512	0	2	17	5
40S ribosomal protein s14FUNC-513	0	2	1	0
40S ribosomal protein S14FUNC-514	0	11	24	7
40S ribosomal protein S14 isoform X1FUNC-515	0	1	0	0
40S ribosomal protein S14-BFUNC-516	0	1	0	0
40S ribosomal protein S15FUNC-517	0	0	3	0
40S ribosomal protein S15-likeFUNC-518	0	0	2	0
40S ribosomal protein S15-like, partialFUNC-519	0	1	0	0
40S ribosomal protein S15, partialFUNC-520	0	0	1	0
40S ribosomal protein S15aFUNC-521	0	0	2	0
40S ribosomal protein S15eFUNC-522	0	0	1	0
40S ribosomal protein S16FUNC-523	0	3	8	4
40S ribosomal protein S16-AFUNC-524	0	2	2	2
40S ribosomal protein S16-likeFUNC-525	0	1	0	0
40S ribosomal protein S17FUNC-526	0	0	2	5
40S ribosomal protein S17-3, partialFUNC-527	0	2	0	0
40S ribosomal protein S18FUNC-528	0	1	4	0
40S ribosomal protein S18, partialFUNC-529	0	0	1	1
40s ribosomal protein s19FUNC-530	0	1	0	0
40S ribosomal protein S19-likeFUNC-531	0	0	2	0
40S ribosomal protein S2FUNC-532	0	17	19	11
40S ribosomal protein S2-2, partialFUNC-533	0	0	4	0
40S ribosomal protein S2-likeFUNC-534	0	0	1	0
40S ribosomal protein S20FUNC-535	0	7	16	7
40S ribosomal protein S20-likeFUNC-536	1	0	3	2
40S ribosomal protein S21FUNC-537	0	1	3	1
40S ribosomal protein S21 (CRP7)FUNC-538	0	1	0	1
40s ribosomal protein s22FUNC-539	0	1	2	1
40S ribosomal protein S22FUNC-540	0	27	50	14
40S ribosomal protein S22-BFUNC-541	0	0	2	0
40S ribosomal protein S23FUNC-542	0	76	102	35
40S ribosomal protein S23-2FUNC-543	0	0	1	0
40S ribosomal protein S23-likeFUNC-544	0	2	2	0
40S ribosomal protein S23, partialFUNC-545	0	0	4	0
40s ribosomal protein s24FUNC-546	0	0	2	0
40S ribosomal protein S25FUNC-547	0	4	9	3
40S ribosomal protein S25-3FUNC-548	0	0	1	0
40s ribosomal protein s26FUNC-549	0	1	0	1
40S ribosomal protein S26FUNC-550	0	0	4	0
40S ribosomal protein S26 TPHA_0H00360FUNC-551	0	193	723	240
40S ribosomal protein S26-3FUNC-552	0	3	1	1
40S ribosomal protein S26-3-likeFUNC-553	0	0	1	0
40S ribosomal protein S26EFUNC-554	0	1	0	0
40S ribosomal protein S26E, putativeFUNC-555	0	0	1	0
40S ribosomal protein S27FUNC-556	0	1	5	1
40S ribosomal protein S27 TPHA_0B02470FUNC-557	0	1	1	0
40S ribosomal protein S27-2-likeFUNC-558	0	1	0	0
40S ribosomal protein S27, partialFUNC-559	0	0	1	0
40s ribosomal protein s28FUNC-560	0	1	3	2
40S ribosomal protein S28FUNC-561	0	5	26	4
40S ribosomal protein S29FUNC-562	0	1	2	0
40S ribosomal protein S29 TPHA_0B00790FUNC-563	0	2	2	0
40S ribosomal protein S29-AFUNC-564	0	2	3	2
40S ribosomal protein S29-likeFUNC-565	0	0	1	0
40S ribosomal protein S3FUNC-566	0	2	1	0
40S ribosomal protein S3-3-likeFUNC-567	0	0	0	1
40S ribosomal protein S3-likeFUNC-568	0	0	1	0
40S ribosomal protein S30FUNC-569	0	3	3	3
40S ribosomal protein S30 VDBG_01746FUNC-570	0	0	2	0
40S ribosomal protein S3a-2FUNC-571	0	1	1	0
40S ribosomal protein S3aEFUNC-572	1	3	6	4
40S ribosomal protein S3aE-AFUNC-573	0	1	0	0
40S ribosomal protein S4FUNC-574	0	16	33	16
40S ribosomal protein S4 TPHA_0B00260FUNC-575	0	1	0	0
40S ribosomal protein S4-CFUNC-576	0	0	1	0
40S ribosomal protein S4-likeFUNC-577	0	2	0	0
40S ribosomal protein S4, putativeFUNC-578	0	1	0	0
40S ribosomal protein S5FUNC-579	0	25	34	6
40S ribosomal protein S5-BFUNC-580	0	1	7	2
40S ribosomal protein S6FUNC-581	0	0	2	1
40S ribosomal protein S6-BFUNC-582	0	1	0	0
40S ribosomal protein S6-likeFUNC-583	0	0	5	0
40S ribosomal protein S6, variant 2FUNC-584	0	0	1	0
40S ribosomal protein S7FUNC-585	0	0	3	0
40S ribosomal protein S7-likeFUNC-586	0	1	2	0
40S ribosomal protein S8FUNC-587	0	4	8	0
40S ribosomal protein S8 isoform X2FUNC-588	0	0	1	0
40S ribosomal protein S8-AFUNC-589	0	0	0	2
40S ribosomal protein S8-BFUNC-590	0	0	2	0
40S ribosomal protein S8-likeFUNC-591	0	0	1	0
40S ribosomal protein S9FUNC-592	0	3	3	6
40S ribosomal protein S9-2-likeFUNC-593	0	0	2	0
40S ribosomal protein SAFUNC-594	0	0	2	0
40S ribosomal protein Sa-2-likeFUNC-595	0	0	1	0
40S ribosomal protein SA-likeFUNC-596	0	0	4	0
40S ribosomal protein-like protein S2FUNC-597	0	0	3	0
41 kDa peptidyl-prolyl cis-trans isomeraseFUNC-598	0	0	2	0
4a-hydroxytetrahydrobiopterin dehydrataseFUNC-599	2	0	6	1
4Fe-4S binding proteinFUNC-600	0	0	2	0
4Fe-4S dicluster domain proteinFUNC-601	1	0	0	0
4Fe-4S dicluster domain-containing proteinFUNC-602	0	0	2	0
4Fe-4S ferredoxinFUNC-603	1	3	10	0
5-(carboxyamino)imidazole ribonucleotide mutaseFUNC-604	0	0	16	0
5-(carboxyamino)imidazole ribonucleotide mutase, partialFUNC-605	0	0	4	0
5-(carboxyamino)imidazole ribonucleotide synthaseFUNC-606	1	1	33	0
5-(carboxyamino)imidazole ribonucleotide synthase, partialFUNC-607	0	0	2	0
5-aminoimidazole-4-carboxamide ribonucleotide transformylaseFUNC-608	0	0	1	0
5-aminolevulinate synthaseFUNC-609	0	103	148	34
5-aminolevulinic acid synthaseFUNC-610	0	0	1	0
5-bromo-4-chloroindolyl phosphate hydrolysis proteinFUNC-611	1	0	0	0
5-carboxymethyl-2-hydroxymuconate isomeraseFUNC-612	1	1	4	0
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenaseFUNC-613	0	0	4	0
5-dehydro-2-deoxygluconokinaseFUNC-614	0	1	5	0
5-dehydro-2-deoxygluconokinase, partialFUNC-615	1	0	0	0
5-deoxy-glucuronate isomeraseFUNC-616	0	0	3	0
5-deoxy-glucuronate isomerase, partialFUNC-617	3	0	1	0
5-formyltetrahydrofolate cyclo-ligaseFUNC-618	0	8	19	1
5-formyltetrahydrofolate cyclo-ligase-like protein COG0212FUNC-619	0	0	1	0
5-hydroxyisourate hydrolaseFUNC-620	0	0	2	0
5-keto-4-deoxy-D-glucarate aldolaseFUNC-621	0	0	1	0
5-methyltetrahydrofolate--homocysteine methyltransferaseFUNC-622	0	3	2	0
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferaseFUNC-623	1	1	7	2
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase, partialFUNC-624	0	0	1	0
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferaseFUNC-625	3	3	20	0
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase, partialFUNC-626	0	0	3	0
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferaseFUNC-627	1	64	79	16
5-oxo-L-prolinaseFUNC-628	0	0	4	1
5-oxoprolinaseFUNC-629	1	13	68	10
5-oxoprolinase (ATP-hydrolysing)FUNC-630	0	0	1	0
5-oxoprolinase isoform X2FUNC-631	0	0	1	0
5-oxoprolinase, partialFUNC-632	0	0	0	1
5,10-methylene tetrahydromethanopterin reductaseFUNC-633	0	0	2	0
5,10-methylene tetrahydromethanopterin reductase, partialFUNC-634	0	1	0	0
5,10-methylene-tetrahydrofolate dehydrogenaseFUNC-635	0	0	1	0
5,10-methylenetetrahydrofolate reductaseFUNC-636	1	0	1	0
5,6-dimethylbenzimidazole synthaseFUNC-637	1	2	31	0
5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphataseFUNC-638	0	62	171	75
5'->3' exoribonculease Dhp1FUNC-639	0	0	1	0
5'-3' exonucleaseFUNC-640	0	1	1	0
5'-3' exoribonuclease 1FUNC-641	0	0	0	1
5'-adenylylsulfate reductase-like 4FUNC-642	0	0	1	0
5'-adenylylsulfate reductase-like 5FUNC-643	0	0	0	1
5'-AMP-activated protein kinase catalytic subunit alpha-2-likeFUNC-644	0	0	1	0
5'-AMP-activated protein kinase subunit gammaFUNC-645	0	0	0	1
5'-AMP-activated protein kinase subunit gamma-likeFUNC-646	0	0	0	1
5'-AMP-activated protein kinase, catalytic alpha subunitFUNC-647	0	0	1	0
5'-deoxynucleotidaseFUNC-648	0	5	21	1
5'-methylthioadenosine phosphorylaseFUNC-649	0	0	1	1
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidaseFUNC-650	2	1	6	0
5'-nucleotidaseFUNC-651	1	2	7	1
5'-nucleotidase domain-containing protein 4 isoform X3FUNC-652	0	0	0	1
5'-nucleotidase, C-terminal domain protein, partialFUNC-653	0	1	1	0
5'-nucleotidase, lipoprotein e(P4) familyFUNC-654	0	0	6	0
5'/3'-nucleotidase SurEFUNC-655	0	0	12	0
50S ribosomal protein L1FUNC-656	1	10	116	11
50S ribosomal protein L1, chloroplasticFUNC-657	0	1	0	0
50S ribosomal protein L1, partialFUNC-658	0	1	100	1
50S ribosomal protein L10FUNC-659	0	3	39	2
50S ribosomal protein L10, partialFUNC-660	0	0	21	0
50S ribosomal protein L11FUNC-661	0	1	30	3
50S ribosomal protein L11 methyltransferaseFUNC-662	0	1	19	0
50S ribosomal protein L11 methyltransferase, partialFUNC-663	0	0	1	0
50S ribosomal protein L11, partialFUNC-664	0	0	6	0
50S ribosomal protein L13FUNC-665	4	1	6	2
50S ribosomal protein L13, partialFUNC-666	0	1	15	0
50S ribosomal protein L14FUNC-667	1	1	34	2
50S ribosomal protein L14, partialFUNC-668	0	0	6	0
50S ribosomal protein L15FUNC-669	0	2	39	3
50S ribosomal protein L15eFUNC-670	0	0	1	0
50S ribosomal protein L16FUNC-671	0	1	18	0
50S ribosomal protein L16, partialFUNC-672	0	1	4	0
50S ribosomal protein L17FUNC-673	0	2	17	1
50S ribosomal protein L18FUNC-674	1	2	16	0
50S ribosomal protein L18, partialFUNC-675	0	0	1	0
50S ribosomal protein L19FUNC-676	1	0	14	0
50S ribosomal protein L19, partialFUNC-677	0	0	1	0
50S ribosomal protein L2FUNC-678	2	7	95	5
50S ribosomal protein L2, partialFUNC-679	0	3	66	3
50S ribosomal protein L20FUNC-680	0	2	15	3
50S ribosomal protein L20, partialFUNC-681	0	0	5	0
50S ribosomal protein L21FUNC-682	0	1	11	0
50S ribosomal protein L21, partialFUNC-683	0	0	5	1
50S ribosomal protein L22FUNC-684	1	4	54	7
50S ribosomal protein L22, partialFUNC-685	0	0	8	0
50S ribosomal protein L23FUNC-686	0	1	10	1
50S ribosomal protein L23, partialFUNC-687	0	0	4	0
50S ribosomal protein L24FUNC-688	2	0	6	1
50S ribosomal protein L24, partialFUNC-689	0	1	5	0
50S ribosomal protein L25FUNC-690	0	2	30	0
50S ribosomal protein L25/general stress protein CtcFUNC-691	0	0	0	1
50S ribosomal protein L27FUNC-692	0	0	5	1
50S ribosomal protein L27, partialFUNC-693	0	0	1	0
50S ribosomal protein L28FUNC-694	0	0	2	0
50S ribosomal protein L28, partialFUNC-695	0	0	7	0
50S ribosomal protein L29FUNC-696	0	0	31	1
50S ribosomal protein L29, partialFUNC-697	0	0	2	0
50S ribosomal protein L3FUNC-698	1	2	30	1
50S ribosomal protein L3 N(5)-glutamine methyltransferaseFUNC-699	0	0	8	0
50S ribosomal protein L3, partialFUNC-700	2	1	56	6
50S ribosomal protein L30FUNC-701	0	1	4	0
50S ribosomal protein L30e, partialFUNC-702	0	0	1	0
50S ribosomal protein L31FUNC-703	1	0	22	0
50S ribosomal protein L32FUNC-704	0	0	2	0
50S ribosomal protein L32, partialFUNC-705	0	0	2	0
50S ribosomal protein L34FUNC-706	0	1	2	0
50S ribosomal protein L34eFUNC-707	0	2	2	1
50S ribosomal protein L35FUNC-708	0	1	14	1
50S ribosomal protein L35, chloroplasticFUNC-709	0	1	0	0
50S ribosomal protein L36FUNC-710	0	2	19	0
50S ribosomal protein L37aFUNC-711	0	1	0	0
50S ribosomal protein L4FUNC-712	4	3	33	3
50S ribosomal protein L4, partialFUNC-713	0	1	33	0
50S ribosomal protein L5FUNC-714	0	2	7	3
50S ribosomal protein L5, partialFUNC-715	0	4	66	3
50S ribosomal protein L6FUNC-716	2	7	100	4
50S ribosomal protein L6, partialFUNC-717	0	3	8	1
50S ribosomal protein L7/L12FUNC-718	2	1	15	2
50S ribosomal protein L7/L12, partialFUNC-719	0	0	3	0
50S ribosomal protein L9FUNC-720	0	2	37	0
50S ribosomal protein L9, partialFUNC-721	0	0	5	0
50S ribosomal subunit L30FUNC-722	0	1	0	0
50S ribosome-binding GTPaseFUNC-723	1	0	0	0
50S rRNA methyltransferaseFUNC-724	0	0	1	0
50S rRNA methyltransferase, partialFUNC-725	0	0	1	0
54S ribosomal protein L12, mitochondrialFUNC-726	0	0	0	1
54S ribosomal protein L12, mitochondrial-likeFUNC-727	0	0	1	0
54S ribosomal protein L16, mitochondrialFUNC-728	0	0	1	0
54S ribosomal protein L17, mitochondrial-likeFUNC-729	0	0	0	1
54S ribosomal protein L2, mitochondrial-likeFUNC-730	0	0	0	1
54S ribosomal protein L23, mitochondrial-likeFUNC-731	0	1	1	0
54S ribosomal protein L4, mitochondrialFUNC-732	0	1	1	0
54S ribosomal protein L6, mitochondrialFUNC-733	0	1	0	0
5methyltetrahydrofolate-homocysteine methyltransferaseFUNC-734	0	0	1	0
6-aminohexanoate hydrolaseFUNC-735	0	1	17	0
6-carboxyhexanoate--CoA ligaseFUNC-736	0	0	4	0
6-O-methylguanine DNA methyltransferaseFUNC-737	0	0	3	0
6-phospho-alpha-glucosidaseFUNC-738	0	0	3	0
6-phospho-beta-galactosidase, partialFUNC-739	0	0	1	0
6-phospho-beta-glucosidaseFUNC-740	0	0	3	0
6-phospho-beta-glucosidase, partialFUNC-741	0	1	18	0
6-phosphofructo-2-kinaseFUNC-742	0	30	128	25
6-phosphofructo-2-kinase-domain-containing proteinFUNC-743	0	0	0	1
6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase-likeFUNC-744	0	0	1	0
6-phosphofructokinaseFUNC-745	0	3	33	0
6-phosphofructokinase 1FUNC-746	0	0	2	0
6-phosphofructokinase subunit alphaFUNC-747	0	197	219	47
6-phosphofructokinase subunit betaFUNC-748	0	107	122	26
6-phosphofructokinase, partialFUNC-749	0	4	27	0
6-phosphogluconate dehydrataseFUNC-750	0	0	1	0
6-phosphogluconate dehydrogenaseFUNC-751	0	7	23	6
6-phosphogluconate dehydrogenase 1FUNC-752	0	0	1	0
6-phosphogluconate dehydrogenase C-terminal domain-like proteinFUNC-753	0	1	0	0
6-phosphogluconate dehydrogenase Gnd1FUNC-754	0	1	0	0
6-phosphogluconate dehydrogenase-like proteinFUNC-755	0	0	1	1
6-phosphogluconate dehydrogenase, decarboxylatingFUNC-756	0	0	1	0
6-phosphogluconate dehydrogenase, decarboxylating 1FUNC-757	0	2	3	1
6-phosphogluconate dehydrogenase, decarboxylating 1-likeFUNC-758	0	2	3	1
6-phosphogluconate dehydrogenase, decarboxylating 2FUNC-759	0	0	1	0
6-phosphogluconolactonaseFUNC-760	0	1	31	2
6-phosphogluconolactonase SOL3FUNC-761	0	20	87	11
6-phosphogluconolactonase SOL4FUNC-762	0	23	95	31
6,7-dimethyl-8-ribityllumazine synthaseFUNC-763	0	1	4	1
6,7-dimethyl-8-ribityllumazine synthase, partialFUNC-764	0	0	2	0
60 kDa chaperoninFUNC-765	0	0	1	0
60S acidic ribosomal protein P0FUNC-766	0	1	5	4
60S acidic ribosomal protein P1FUNC-767	0	2	3	5
60S acidic ribosomal protein P1-likeFUNC-768	0	0	1	0
60S acidic ribosomal protein P2FUNC-769	0	7	6	2
60S acidic ribosomal protein P2-likeFUNC-770	0	0	0	1
60s acidic ribosomal protein-domain-containing proteinFUNC-771	0	1	0	0
60S ribosomal proteinFUNC-772	0	0	2	0
60S ribosomal protein L1FUNC-773	0	2	2	0
60S ribosomal protein L1 TPHA_0J02520FUNC-774	0	35	53	30
60S ribosomal protein L10FUNC-775	0	27	25	14
60S ribosomal protein L10-AFUNC-776	0	0	0	1
60S ribosomal protein L10-A-likeFUNC-777	0	1	0	2
60S ribosomal protein L10-A-like, partialFUNC-778	0	1	0	2
60S ribosomal protein L10-likeFUNC-779	0	0	0	1
60s ribosomal protein l10aFUNC-780	0	1	0	0
60S ribosomal protein L10aFUNC-781	0	2	2	0
60S ribosomal protein L10a-2-likeFUNC-782	0	0	1	0
60S ribosomal protein L11FUNC-783	0	0	2	2
60S ribosomal protein L11-1-likeFUNC-784	0	0	2	0
60S ribosomal protein L11-likeFUNC-785	0	0	0	1
60S ribosomal protein L11-like isoform X2FUNC-786	0	1	0	0
60S ribosomal protein L12FUNC-787	0	2	8	2
60S ribosomal protein L12 TPHA_0E01990FUNC-788	0	0	0	1
60S ribosomal protein L12AFUNC-789	0	0	1	0
60S ribosomal protein L13FUNC-790	0	12	14	13
60S ribosomal protein L13a-4FUNC-791	0	5	2	2
60S ribosomal protein L13a-4-likeFUNC-792	0	1	0	0
60s ribosomal protein l14FUNC-793	0	0	1	0
60S ribosomal protein L14FUNC-794	0	1	2	0
60s ribosomal protein l15FUNC-795	0	0	0	1
60S ribosomal protein l15FUNC-796	0	1	4	1
60S ribosomal protein L15FUNC-797	0	5	20	15
60S ribosomal protein L15-likeFUNC-798	0	0	1	0
60s ribosomal protein l16FUNC-799	0	1	1	0
60S ribosomal protein L16FUNC-800	0	0	2	1
60S ribosomal protein L17FUNC-801	0	3	2	6
60S ribosomal protein L17-2-likeFUNC-802	0	0	1	0
60S ribosomal protein L17-BFUNC-803	0	1	0	0
